emp_id,sector,job_title,soc_code,annual_salary_usd,ai_salary_premium_pct,demand_growth_yoy_pct,is_remote_eligible,is_llm_role,task_codifiability_score,education_mismatch_idx,resilience_score,displacement_occurred
11314,Management,Compensation and Benefits Managers,11-3111.00,125000,14.3,8.1,TRUE,FALSE,0.9928,0.896,3.05,TRUE
11315,Sales,"Wholesale and Retail Buyers, Except Farm Products",13-1022.00,150000,13.2,18.2,TRUE,TRUE,0.5776,0.5108,4.96,FALSE
11316,Healthcare Practitioners,Occupational Health and Safety Technicians,19-5012.00,125000,14.3,8.1,FALSE,FALSE,0.9554,0.039,3.05,TRUE
11317,Technology/Computer,"Credit Authorizers, Checkers, and Clerks",43-4041.00,271000,3.8,71.8,TRUE,TRUE,0.7057,0.6726,14.74,FALSE
11318,Management,Quality Control Systems Managers,11-3051.01,114000,10.6,17.5,FALSE,FALSE,0.9428,0.5407,4.56,FALSE
11319,Production,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032.00,206000,7.9,64.5,FALSE,TRUE,0.6682,0.7223,13.69,FALSE
11320,Office Support,Personal Financial Advisors,13-2052.00,125000,12.4,8.2,TRUE,FALSE,0.7228,0.8439,2.88,TRUE
11321,Construction,Construction and Building Inspectors,47-4011.00,177000,17.1,20.6,FALSE,FALSE,0.8429,0.5088,5.83,FALSE
11322,Technology/Computer,Editors,27-3041.00,300000,12,22.8,TRUE,FALSE,0.5712,0.2807,5.76,FALSE
11323,Office Support,"Sewers, Hand",51-6051.00,145000,5.5,27.9,TRUE,TRUE,0.3098,0.8697,6.13,TRUE
11324,Business & Financial,Financial and Investment Analysts,13-2051.00,157000,4.8,29.3,TRUE,FALSE,0.6897,0.4313,6.34,TRUE
11325,Management,"Directors, Religious Activities and Education",21-2021.00,218000,15.7,20,TRUE,FALSE,0.7241,0.6375,5.57,TRUE
11326,Office Support,Merchandise Displayers and Window Trimmers,27-1026.00,277000,16.9,22.1,TRUE,FALSE,0.5223,0.6251,6.11,TRUE
11327,Office Support,Aircraft Service Attendants,53-6032.00,157000,4.8,29.3,TRUE,FALSE,0.7468,0.452,6.34,TRUE
11328,Office Support,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,287000,4.2,32.2,TRUE,FALSE,0.724,0.1388,6.86,TRUE
11329,Arts & Design,"Designers, All Other",27-1029.00,130000,15.3,29.2,FALSE,FALSE,0.3873,0.5251,7.37,FALSE
11330,Management,Sales Managers,11-2022.00,170000,8.2,17.9,TRUE,FALSE,1,0.1666,4.4,FALSE
11331,Production,Manufactured Building and Mobile Home Installers,49-9095.00,141000,8,8.2,FALSE,FALSE,0.9954,0.8149,2.44,FALSE
11332,Office Support,"Ushers, Lobby Attendants, and Ticket Takers",39-3031.00,384000,16.4,15.5,TRUE,FALSE,0.3754,0.1443,4.74,TRUE
11333,Education,"Special Education Teachers, Secondary School",25-2058.00,157000,7.6,10.8,TRUE,FALSE,0.6836,0.3496,2.92,TRUE
11334,Office Support,Stonemasons,47-2022.00,157000,12.3,80.2,TRUE,FALSE,0.8022,0.5932,17.27,TRUE
11335,Production,Conveyor Operators and Tenders,53-7011.00,126000,15.9,6.9,TRUE,FALSE,0.6181,0.1892,2.97,FALSE
11336,Architecture & Engineering,Electrical and Electronic Engineering Technologists and Technicians,17-3023.00,248000,17.4,23.9,TRUE,FALSE,0.7745,0.4029,6.52,FALSE
11337,Office Support,Cost Estimators,13-1051.00,145000,8.4,82.2,TRUE,FALSE,0.7656,0.6837,17.28,TRUE
11338,Office Support,Costume Attendants,39-3092.00,95000,10.2,9.3,TRUE,FALSE,0.6757,0.7018,2.88,TRUE
11339,Education,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051.00,145000,6.2,65.9,TRUE,FALSE,0.8269,0.7025,13.8,TRUE
11340,Management,Architectural and Engineering Managers,11-9041.00,326000,3.4,63.7,TRUE,FALSE,0.8802,0,13.08,FALSE
11341,Technology/Computer,Technical Writers,27-3042.00,279000,17.2,66.2,TRUE,FALSE,0.7244,0.6288,14.96,FALSE
11342,Office Support,Structural Iron and Steel Workers,47-2221.00,201000,8.5,9.9,TRUE,FALSE,0.6043,0.4495,2.83,TRUE
11343,Life/Physical Science,Molecular and Cellular Biologists,19-1029.02,284000,10.2,61.5,FALSE,FALSE,0.7756,0,13.32,FALSE
11344,Office Support,Motion Picture Projectionists,39-3021.00,236000,3.9,29.4,TRUE,FALSE,0.5234,0.6869,6.27,TRUE
11345,Office Support,Helpers--Production Workers,51-9198.00,245000,16.7,21.2,FALSE,FALSE,0.5767,0.8753,5.91,FALSE
11346,Office Support,Wind Turbine Service Technicians,49-9081.00,222000,15.2,28.7,TRUE,FALSE,0.7117,0.2489,7.26,TRUE
11347,Production,"Rotary Drill Operators, Oil and Gas",47-5012.00,150000,17,20.6,FALSE,TRUE,0.8206,0.9263,5.82,FALSE
11348,Office Support,Court Reporters and Simultaneous Captioners,27-3092.00,208000,7.4,5.3,FALSE,FALSE,0.384,0.5803,1.8,TRUE
11349,Office Support,Biofuels Processing Technicians,51-8099.01,158000,11.7,23.3,TRUE,TRUE,0.7444,0.4601,5.83,FALSE
11350,Office Support,Taxi Drivers,53-3054.00,170000,13.6,61,TRUE,FALSE,0.8051,0.9145,13.56,TRUE
11351,Education,"Social Work Teachers, Postsecondary",25-1113.00,164000,5.3,30.8,FALSE,FALSE,0.7673,0.8081,6.69,FALSE
11352,Arts & Design,Artillery and Missile Officers,55-1014.00,177000,14.4,5.4,TRUE,FALSE,0.2406,0.1626,2.52,TRUE
11353,Office Support,"Administrative Law Judges, Adjudicators, and Hearing Officers",23-1021.00,124000,17.5,19.1,TRUE,FALSE,0.6654,0,5.57,TRUE
11354,Management,Wind Energy Development Managers,11-9199.10,196000,15.4,17.6,FALSE,FALSE,1,0.4406,5.06,FALSE
11355,Office Support,Logisticians,13-1081.00,157000,4.8,29.3,FALSE,FALSE,0.7735,0.5816,6.34,FALSE
11356,Office Support,"Roustabouts, Oil and Gas",47-5071.00,208000,9.6,29.8,TRUE,FALSE,0.6489,0.7407,6.92,TRUE
11357,Production,"Assemblers and Fabricators, All Other",51-2099.00,154000,4.9,19.9,FALSE,FALSE,0.3674,0.5675,4.47,FALSE
11358,Architecture & Engineering,Fire-Prevention and Protection Engineers,17-2111.02,203000,17.1,80.9,TRUE,TRUE,0.8813,0.2993,17.89,FALSE
11359,Healthcare Practitioners,Medical and Clinical Laboratory Technologists,29-2011.00,135000,5.2,24.8,TRUE,TRUE,0.8538,0.3388,5.48,FALSE
11360,Education,"Chemistry Teachers, Postsecondary",25-1052.00,100000,13.3,33.4,TRUE,FALSE,0.7807,0.1315,8.01,FALSE
11361,Office Support,Occupational Therapy Assistants,31-2011.00,215000,13.5,78.4,TRUE,FALSE,0.785,0.5424,17.03,TRUE
11362,Life/Physical Science,Food Science Technicians,19-4013.00,235000,14.6,26.6,FALSE,FALSE,0.7786,0.6942,6.78,FALSE
11363,Office Support,Word Processors and Typists,43-9022.00,307000,9.8,25.3,TRUE,FALSE,0.7494,0.3029,6.04,TRUE
11364,Technology/Computer,"Computer Occupations, All Other",15-1299.00,247000,7.3,14.1,TRUE,FALSE,0.3962,1,3.55,TRUE
11365,Office Support,Agricultural Inspectors,45-2011.00,312000,16.7,5.9,TRUE,FALSE,0.8161,0.9509,2.85,TRUE
11366,Technology/Computer,"Office Machine Operators, Except Computer",43-9071.00,118000,14.6,65.8,TRUE,FALSE,0.4497,0.8151,14.62,TRUE
11367,Production,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022.00,227000,4.3,52.9,TRUE,FALSE,0.9076,1,11.01,TRUE
11368,Office Support,Receptionists and Information Clerks,43-4171.00,125000,14.3,8.1,TRUE,FALSE,0.7763,0.2733,3.05,TRUE
11369,Sales,Telemarketers,41-9041.00,215000,13.7,83.5,FALSE,FALSE,0.8427,0.4516,18.07,FALSE
11370,Office Support,Segmental Pavers,47-4091.00,237000,14.2,29,TRUE,FALSE,0.6624,0.8768,7.22,TRUE
11371,Sales,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13-1023.00,173000,11.5,27.5,TRUE,FALSE,0.575,0.5125,6.65,TRUE
11372,Production,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035.00,374400,12.5,65.3,FALSE,FALSE,0.352,0.7244,14.31,FALSE
11373,Office Support,Travel Guides,39-7012.00,253000,4.7,7.4,TRUE,FALSE,0.6131,0.2735,1.95,TRUE
11374,Office Support,Air Crew Members,55-3011.00,161000,12.9,15.4,FALSE,TRUE,0.85,0.801,4.37,TRUE
11375,Technology/Computer,Financial Quantitative Analysts,13-2099.01,276000,11.2,13.6,TRUE,FALSE,0.7127,0.2018,3.84,FALSE
11376,Construction,Construction and Building Inspectors,47-4011.00,100000,16.4,7.6,FALSE,FALSE,0.7489,0.5128,3.16,FALSE
11377,Office Support,"Pediatricians, General",29-1221.00,287000,10.8,20.8,FALSE,FALSE,0.7164,0.2233,5.24,FALSE
11378,Protective Service,First-Line Supervisors of Police and Detectives,33-1012.00,138000,9.4,21.2,FALSE,FALSE,0.8956,0.5488,5.18,FALSE
11379,Production,"Communications Equipment Operators, All Other",43-2099.00,307000,9.8,57.7,FALSE,FALSE,0.141,0.7471,12.52,FALSE
11380,Education,"Social Work Teachers, Postsecondary",25-1113.00,110000,15.6,18,TRUE,FALSE,0.898,0.334,5.16,FALSE
11381,Office Support,Histotechnologists,29-2011.04,145000,5.5,27.9,TRUE,TRUE,0.6462,0.6587,6.13,TRUE
11382,Office Support,Motion Picture Projectionists,39-3021.00,125000,9.5,15.9,TRUE,FALSE,0.4455,0.2603,4.13,TRUE
11383,Office Support,Government Property Inspectors and Investigators,13-1041.04,110000,15.1,26,TRUE,FALSE,0.9055,0.1798,6.71,TRUE
11384,Office Support,Project Management Specialists,13-1082.00,264000,10.4,15.8,TRUE,FALSE,0.6275,0.3961,4.2,TRUE
11385,Office Support,Aircraft Service Attendants,53-6032.00,164000,15.4,75.3,TRUE,TRUE,0.6819,0.9633,16.6,FALSE
11386,Office Support,"Psychologists, All Other",19-3039.00,110000,13.4,9,TRUE,FALSE,0.7814,0.3973,3.14,TRUE
11387,Technology/Computer,Data Warehousing Specialists,15-1243.01,158000,10.3,8.3,TRUE,FALSE,0.6839,0.516,2.69,TRUE
11388,Life/Physical Science,"Biological Scientists, All Other",19-1029.00,140000,14.8,14.8,FALSE,FALSE,0.0672,0.3981,4.44,TRUE
11389,Education,"Communications Teachers, Postsecondary",25-1122.00,201000,8.5,9.9,TRUE,FALSE,0.6697,0.3273,2.83,FALSE
11390,Technology/Computer,Dietitians and Nutritionists,29-1031.00,201000,8.5,9.9,TRUE,FALSE,0.859,1,2.83,TRUE
11391,Arts & Design,Interior Designers,27-1025.00,150000,15.6,52.5,TRUE,TRUE,0.8969,0,12.06,FALSE
11392,Office Support,Loan Officers,13-2072.00,188000,17.9,46.3,TRUE,FALSE,0.5814,0.3367,11.05,TRUE
11393,Office Support,Travel Guides,39-7012.00,244000,9.9,19.6,TRUE,FALSE,0.8386,0.9869,4.91,TRUE
11394,Office Support,Document Management Specialists,15-1299.03,150000,16.8,36.7,TRUE,TRUE,0.6886,0.9215,9.02,TRUE
11395,Office Support,Hydroelectric Plant Technicians,51-8013.04,280000,14.9,36.9,TRUE,TRUE,0.8109,0.7116,8.87,TRUE
11396,Office Support,Occupational Therapy Assistants,31-2011.00,160000,5.8,25.4,TRUE,TRUE,0.7563,0,5.66,FALSE
11397,Production,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,140000,16.6,27.8,FALSE,FALSE,0.505,0.8149,7.22,FALSE
11398,Production,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122.00,236000,3.9,29.4,FALSE,FALSE,0.578,0.3585,6.27,FALSE
11399,Food Service,Food Batchmakers,51-3092.00,271000,3.8,71.8,FALSE,TRUE,0.6944,0.6701,14.74,FALSE
11400,Office Support,"Physicians, All Other",29-1229.00,230000,4.6,39.5,TRUE,TRUE,0.6802,1,8.36,FALSE
11401,Education,"Geography Teachers, Postsecondary",25-1064.00,95000,9.4,11.9,TRUE,FALSE,0.9024,0.5241,3.32,TRUE
11402,Office Support,Glaziers,47-2121.00,140000,14.8,14.8,TRUE,FALSE,0.7353,0.6976,4.44,TRUE
11403,Office Support,Postmasters and Mail Superintendents,11-9131.00,203000,7.5,83.3,TRUE,FALSE,0.7244,0.0305,17.41,FALSE
11404,Architecture & Engineering,Bioengineers and Biomedical Engineers,17-2031.00,226000,10.9,58.5,TRUE,FALSE,0.871,0.713,12.79,TRUE
11405,Life/Physical Science,"Life Scientists, All Other",19-1099.00,150000,13.9,70.9,TRUE,TRUE,0.1449,0.5199,15.57,TRUE
11406,Management,Fundraising Managers,11-2033.00,130000,17.5,5.4,FALSE,FALSE,0.6674,0.7854,2.83,FALSE
11407,Management,Marketing Managers,11-2021.00,180000,8.7,62.4,TRUE,FALSE,0.7002,0.7231,13.35,FALSE
11408,Education,"Library Science Teachers, Postsecondary",25-1082.00,235000,16.2,23.9,FALSE,FALSE,0.8056,0,6.4,FALSE
11409,Office Support,Naturopathic Physicians,29-1299.01,186000,14.9,25.6,TRUE,FALSE,0.8442,0.5005,6.61,TRUE
11410,Office Support,Recreation Workers,39-9032.00,125000,15.6,8.7,FALSE,FALSE,0.7889,0.5658,3.3,FALSE
11411,Office Support,Cardiologists,29-1212.00,145000,9.8,11.9,TRUE,FALSE,0.7218,0.845,3.36,TRUE
11412,Technology/Computer,Structural Metal Fabricators and Fitters,51-2041.00,247000,10.3,17.3,TRUE,FALSE,0.8164,1,4.49,TRUE
11413,Office Support,"Disc Jockeys, Except Radio",27-2091.00,253000,4.7,7.4,TRUE,FALSE,0.6661,0.8929,1.95,TRUE
11414,Office Support,"Production Workers, All Other",51-9199.00,237000,8.4,47.2,TRUE,TRUE,0.9202,0.7464,10.28,TRUE
11415,Architecture & Engineering,Environmental Engineers,17-2081.00,229000,4.1,12.8,FALSE,FALSE,1,0.3514,2.97,FALSE
11416,Office Support,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,190000,14.8,52.6,TRUE,FALSE,0.6477,0.9313,12,TRUE
11417,Office Support,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053.00,254000,4.9,49.7,TRUE,TRUE,0.7255,0.0404,10.43,TRUE
11418,Office Support,"Ophthalmologists, Except Pediatric",29-1241.00,197000,15.5,59.5,TRUE,TRUE,1,0.669,13.45,TRUE
11419,Office Support,Bailiffs,33-3011.00,145000,8.4,82.2,TRUE,FALSE,0.9724,0.2306,17.28,FALSE
11420,Architecture & Engineering,Locomotive Engineers,53-4011.00,98000,6.5,16.4,FALSE,TRUE,0.6463,1,3.93,FALSE
11421,Life/Physical Science,Chemists,19-2031.00,199000,12.2,23.2,FALSE,FALSE,0.7971,0.3012,5.86,FALSE
11422,Management,Fundraising Managers,11-2033.00,237000,14.2,29,TRUE,FALSE,0.7159,0.431,7.22,FALSE
11423,Office Support,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,209000,17.3,15.7,TRUE,FALSE,0.8538,0.4426,4.87,TRUE
11424,Education,"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,100000,8.8,65.2,TRUE,FALSE,0.7416,0.3833,13.92,FALSE
11425,Office Support,Geneticists,19-1029.03,146000,8.5,5.9,TRUE,FALSE,0.7488,0.2213,2.03,TRUE
11426,Office Support,First-Line Supervisors of Weapons Specialists/Crew Members,55-2012.00,135000,15.7,19.6,TRUE,FALSE,0.8492,0.874,5.49,TRUE
11427,Life/Physical Science,Survey Researchers,19-3022.00,159000,13.4,30,TRUE,FALSE,0.7021,0.6418,7.34,TRUE
11428,Office Support,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093.00,150000,8.4,17.6,FALSE,TRUE,0.4477,0,4.36,FALSE
11429,Food Service,"Cooks, Fast Food",35-2011.00,259000,16.1,16.8,FALSE,FALSE,0.3565,0.2383,4.97,FALSE
11430,Arts & Design,Artillery and Missile Officers,55-1014.00,215000,6.5,25,TRUE,TRUE,0.0947,0.3338,5.65,FALSE
11431,Office Support,Etchers and Engravers,51-9194.00,100000,9,5.2,TRUE,FALSE,0.6725,0.1042,1.94,TRUE
11432,Office Support,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021.00,262000,8.8,23.6,TRUE,FALSE,1,0.2323,5.6,TRUE
11433,Office Support,"Teaching Assistants, Special Education",25-9043.00,374400,11.5,73.3,TRUE,FALSE,0.6167,0.3833,15.81,TRUE
11434,Office Support,Real Estate Brokers,41-9021.00,247000,7.3,14.1,FALSE,FALSE,0.6236,0.8282,3.55,FALSE
11435,Management,Information Technology Project Managers,15-1299.09,140000,12.3,23.2,TRUE,FALSE,0.8839,0.6126,5.87,TRUE
11436,Office Support,Training and Development Specialists,13-1151.00,171000,7.2,15.8,TRUE,FALSE,0.8986,0.9119,3.88,TRUE
11437,Production,Machinists,51-4041.00,190000,15.4,38.2,FALSE,TRUE,0.6344,0.1042,9.18,FALSE
11438,Business & Financial,Climate Change Policy Analysts,19-2041.01,201000,13.2,11.6,TRUE,FALSE,0.6691,0.6864,3.64,TRUE
11439,Office Support,Tapers,47-2082.00,140000,10.9,24.8,TRUE,FALSE,0.4114,0.0835,6.05,TRUE
11440,Construction,"Painters, Construction and Maintenance",47-2141.00,140000,5.5,10,FALSE,TRUE,0.7777,0.6777,2.55,FALSE
11441,Production,"Assemblers and Fabricators, All Other",51-2099.00,147000,8.5,56.6,FALSE,FALSE,0.1163,0.6059,12.17,FALSE
11442,Management,Range Managers,19-1031.02,247000,7.3,14.1,FALSE,FALSE,0.7708,0.119,3.55,FALSE
11443,Technology/Computer,"Eligibility Interviewers, Government Programs",43-4061.00,281000,10.3,80.8,TRUE,FALSE,0.5163,0.1634,17.19,FALSE
11444,Office Support,Dermatologists,29-1213.00,194000,8.4,13.3,TRUE,FALSE,0.8348,0.1308,3.5,TRUE
11445,Arts & Design,Fashion Designers,27-1022.00,196000,17.7,35,FALSE,TRUE,0.7766,0.2988,8.77,FALSE
11446,Office Support,Personal Financial Advisors,13-2052.00,150000,13.9,70.9,FALSE,TRUE,0.7258,0.5755,15.57,FALSE
11447,Management,Computer and Information Systems Managers,11-3021.00,216000,9.8,8.5,FALSE,FALSE,0.9491,0.6772,2.68,FALSE
11448,Healthcare Practitioners,"Orthopedic Surgeons, Except Pediatric",29-1242.00,130000,15.3,29.2,FALSE,FALSE,0.2526,0.505,7.37,FALSE
11449,Office Support,Power Distributors and Dispatchers,51-8012.00,158000,10.3,8.3,TRUE,FALSE,0.7857,0.6139,2.69,TRUE
11450,Office Support,Clinical Neuropsychologists,19-3039.03,177000,17.1,20.6,TRUE,FALSE,0.5606,0.1144,5.83,TRUE
11451,Office Support,Baristas,35-3023.01,140000,17.9,5.1,TRUE,FALSE,0.6039,0.4932,2.81,TRUE
11452,Education,"Communications Teachers, Postsecondary",25-1122.00,192000,3.7,29.2,FALSE,FALSE,0.9087,0.4656,6.21,FALSE
11453,Production,"Camera Operators, Television, Video, and Film",27-4031.00,315000,10,37.3,TRUE,TRUE,0.7322,0.7414,8.46,FALSE
11454,Architecture & Engineering,Bioengineers and Biomedical Engineers,17-2031.00,140000,17,21.7,FALSE,FALSE,0.8823,0.2049,6.04,FALSE
11455,Office Support,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,374400,12.5,65.3,TRUE,FALSE,0.8562,0.2527,14.31,TRUE
11456,Healthcare Practitioners,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,98000,5.5,18.1,FALSE,TRUE,0.8303,0.6253,4.17,FALSE
11457,Production,"Plant and System Operators, All Other",51-8099.00,208000,9.6,29.8,FALSE,FALSE,0.1285,0.6259,6.92,FALSE
11458,Office Support,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,198000,16.7,57.3,TRUE,TRUE,0.4613,0.5699,13.13,TRUE
11459,Office Support,"Office and Administrative Support Workers, All Other",43-9199.00,130000,16.1,20.1,TRUE,FALSE,0.714,0.5666,5.63,TRUE
11460,Production,Photographic Process Workers and Processing Machine Operators,51-9151.00,243000,8.1,72.7,FALSE,FALSE,0.5176,0.4875,15.35,FALSE
11461,Office Support,Special Forces Officers,55-1017.00,98000,6.5,16.4,TRUE,TRUE,0.8486,0.3181,3.93,FALSE
11462,Healthcare Practitioners,Diagnostic Medical Sonographers,29-2032.00,233000,9.4,8.5,FALSE,TRUE,0.8777,0.1815,2.64,FALSE
11463,Architecture & Engineering,Logistics Engineers,13-1081.01,240000,6.9,16.6,FALSE,TRUE,0.7227,1,4.01,FALSE
11464,Office Support,Biofuels Processing Technicians,51-8099.01,167000,8.6,18.6,TRUE,FALSE,0.6668,0.7072,4.58,TRUE
11465,Production,Telephone Operators,43-2021.00,145000,8.4,82.2,FALSE,FALSE,0.6256,0.432,17.28,FALSE
11466,Office Support,Surgical Technologists,29-2055.00,209000,7.4,73.7,FALSE,FALSE,0.581,0.3303,15.48,FALSE
11467,Healthcare Practitioners,Pediatric Surgeons,29-1243.00,288000,15.2,8.3,TRUE,FALSE,0.0364,0.467,3.18,FALSE
11468,Management,Clinical Data Managers,15-2051.02,145000,7.6,9.3,TRUE,FALSE,0.7371,0.5087,2.62,TRUE
11469,Office Support,Endoscopy Technicians,31-9099.02,215000,6.5,25,TRUE,TRUE,1,0.3888,5.65,TRUE
11470,Office Support,"Disc Jockeys, Except Radio",27-2091.00,149000,17.3,26.7,TRUE,FALSE,0.9007,0.6388,7.07,TRUE
11471,Office Support,Pharmacy Technicians,29-2052.00,255000,6.3,26.4,TRUE,FALSE,0.8704,0.4686,5.91,TRUE
11472,Office Support,Customs Brokers,13-1041.08,208000,9.6,29.8,TRUE,FALSE,0.675,1,6.92,TRUE
11473,Technology/Computer,Computer Network Architects,15-1241.00,194000,12.5,24.6,TRUE,FALSE,0.6721,0.0608,6.17,FALSE
11474,Production,Electrical and Electronic Equipment Assemblers,51-2022.00,187000,11.8,18,FALSE,FALSE,0.8265,0.7537,4.78,FALSE
11475,Technology/Computer,"English Language and Literature Teachers, Postsecondary",25-1123.00,255000,6.3,26.4,TRUE,FALSE,0.6522,0.2396,5.91,FALSE
11476,Office Support,Coroners,13-1041.06,258000,5.1,11.5,TRUE,FALSE,0.8387,0.3038,2.81,TRUE
11477,Life/Physical Science,"Social Scientists and Related Workers, All Other",19-3099.00,206000,7.7,15.2,FALSE,TRUE,0.204,0.3849,3.81,FALSE
11478,Architecture & Engineering,Materials Engineers,17-2131.00,180000,9.9,29.7,TRUE,FALSE,0.9137,0.2722,6.93,FALSE
11479,Production,Packaging and Filling Machine Operators and Tenders,51-9111.00,208000,9.6,29.8,FALSE,FALSE,0.4462,0.2011,6.92,FALSE
11480,Office Support,Industrial Ecologists,19-2041.03,279000,17.2,66.2,TRUE,FALSE,0.816,0.7198,14.96,TRUE
11481,Education,"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,223000,17.9,16.9,TRUE,FALSE,0.735,0.1897,5.17,TRUE
11482,Office Support,"Office Clerks, General",43-9061.00,98000,6.5,16.4,TRUE,TRUE,0.4779,0.4872,3.93,FALSE
11483,Food Service,"Food Preparation and Serving Related Workers, All Other",35-9099.00,98000,6.5,16.4,FALSE,TRUE,0,0.2488,3.93,FALSE
11484,Office Support,Veterinarians,29-1131.00,180000,16.5,71.8,TRUE,FALSE,0.7451,0.0516,16.01,TRUE
11485,Office Support,Lighting Technicians,27-4015.00,151000,15.7,23.3,TRUE,FALSE,0.5459,0.6636,6.23,TRUE
11486,Office Support,Fishing and Hunting Workers,45-3031.00,98000,5.5,18.1,FALSE,TRUE,0.9083,0,4.17,FALSE
11487,Architecture & Engineering,Civil Engineers,17-2051.00,172000,17.3,28.5,FALSE,FALSE,0.7999,0.7141,7.43,TRUE
11488,Office Support,"Insulation Workers, Mechanical",47-2132.00,208000,11.2,11.1,TRUE,FALSE,0.7647,0.7231,3.34,TRUE
11489,Production,Dredge Operators,53-7031.00,150000,15.8,24.8,FALSE,TRUE,0.5213,0.6276,6.54,FALSE
11490,Office Support,Anesthesiologists,29-1211.00,184000,9,9.3,TRUE,FALSE,0.834,0.1744,2.76,TRUE
11491,Technology/Computer,"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,155000,17.4,72,TRUE,FALSE,0.7732,0.5447,16.14,FALSE
11492,Construction,Cabinetmakers and Bench Carpenters,51-7011.00,353000,13.8,15.1,FALSE,TRUE,0.78,0.7847,4.4,FALSE
11493,Office Support,Veterinarians,29-1131.00,323000,17.5,7.1,TRUE,FALSE,0.7024,1,3.17,TRUE
11494,Office Support,Museum Technicians and Conservators,25-4013.00,157000,3.6,9.1,TRUE,FALSE,0.6909,0.174,2.18,TRUE
11495,Management,Investment Fund Managers,11-3031.03,253000,4.7,7.4,TRUE,FALSE,0.7329,0.9372,1.95,TRUE
11496,Arts & Design,"Designers, All Other",27-1029.00,195000,16.1,5.7,FALSE,FALSE,0.2051,0.4714,2.75,TRUE
11497,Office Support,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111.00,140000,8.7,15.3,TRUE,FALSE,0.8187,0.5841,3.93,TRUE
11498,Construction,"Painters, Construction and Maintenance",47-2141.00,247000,13,18.6,FALSE,FALSE,0.6448,0.6136,5.02,TRUE
11499,Architecture & Engineering,Validation Engineers,17-2112.02,156000,3.5,50.9,FALSE,FALSE,0.8468,0.1868,10.53,FALSE
11500,Construction,Construction and Building Inspectors,47-4011.00,152000,15.6,70.4,FALSE,FALSE,0.7869,0.7969,15.64,FALSE
11501,Office Support,Cardiovascular Technologists and Technicians,29-2031.00,118000,9,8.9,FALSE,TRUE,0.6629,0.2016,2.68,FALSE
11502,Office Support,Tire Repairers and Changers,49-3093.00,170000,8.1,6.1,TRUE,FALSE,0.546,0.158,2.03,TRUE
11503,Education,"Postsecondary Teachers, All Other",25-1199.00,140000,8.4,21,FALSE,FALSE,0,0,5.04,FALSE
11504,Office Support,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,154000,16.9,11.5,TRUE,FALSE,0.9323,0.4923,3.99,TRUE
11505,Architecture & Engineering,Stationary Engineers and Boiler Operators,51-8021.00,135000,15.7,19.6,FALSE,FALSE,0.9289,0.7224,5.49,FALSE
11506,Technology/Computer,"Arbitrators, Mediators, and Conciliators",23-1022.00,354000,15,9.1,TRUE,FALSE,0.6827,0.9723,3.32,TRUE
11507,Office Support,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022.00,167000,3.6,33.7,TRUE,FALSE,0.7487,0.283,7.1,TRUE
11508,Healthcare Practitioners,"Health Technologists and Technicians, All Other",29-2099.00,373000,11,22,FALSE,FALSE,0.0022,0.5013,5.5,FALSE
11509,Office Support,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,232000,8.8,51.1,TRUE,TRUE,0.7886,0.4603,11.1,TRUE
11510,Office Support,Agricultural Technicians,19-4012.00,199000,12.2,23.2,TRUE,FALSE,0.6933,0.1144,5.86,TRUE
11511,Architecture & Engineering,Manufacturing Engineers,17-2112.03,167000,9.5,27.3,FALSE,FALSE,0.8194,0.7554,6.41,FALSE
11512,Technology/Computer,Business Continuity Planners,13-1199.04,324000,9.3,14.7,TRUE,FALSE,0.8889,0.2247,3.87,FALSE
11513,Management,"Directors, Religious Activities and Education",21-2021.00,209000,17.3,15.7,TRUE,FALSE,0.9041,0.4881,4.87,TRUE
11514,Office Support,Loan Officers,13-2072.00,100000,12.8,54.9,FALSE,FALSE,0.7226,0.4616,12.26,FALSE
