emp_id,sector,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
10646,Production,0,3.4,0,FALSE,0.4441,3,0,0.235,FALSE
10647,Life/Physical Science,0,29.75,0,FALSE,0.4874,4,0,0,FALSE
10648,Legal,51.08,34.75,0.4279,FALSE,0.5523,3,0.5508,0.7069,FALSE
10649,Sales,11.88,26.67,0.0524,FALSE,0.2614,3,0.1618,0.0893,FALSE
10650,Sales,21.59,45.56,0.1808,TRUE,0.3675,1,0.2822,0.2857,FALSE
10651,Healthcare Practitioners,13.87,11.92,0.2215,FALSE,0.2577,1,0.2304,0.6287,FALSE
10652,Production,22.52,20.57,0.1589,FALSE,1,5,0.3383,0.8757,FALSE
10653,Healthcare Practitioners,22.23,31.94,0.3182,FALSE,0.5336,2,0.1285,0.4707,FALSE
10654,Life/Physical Science,5.18,29.2,0.0933,FALSE,0.5247,3,0,0.5783,FALSE
10655,Production,15.16,15.01,0.1031,FALSE,0.7776,3,0,0.2239,FALSE
10656,Business & Financial,43.79,51.26,0.439,TRUE,0.3619,4,0.6571,0.0944,FALSE
10657,Life/Physical Science,18.16,43.46,0.2568,FALSE,0.3634,5,0.2957,0.1819,FALSE
10658,Protective Service,13.26,2.93,0.0592,FALSE,0.8407,1,0.315,0.8027,FALSE
10659,Food Service,10.7,9.76,0,FALSE,0.404,1,0.1457,0.1089,FALSE
10660,Office Support,83.6,18.78,0.8213,TRUE,0.6953,2,1,0.5475,FALSE
10661,Healthcare Practitioners,20.94,19.42,0.1979,FALSE,0.3779,2,0.1166,0.3982,FALSE
10662,Architecture & Engineering,4.86,33.32,0,FALSE,0.8086,4,0,0.2208,FALSE
10663,Life/Physical Science,19.73,28.63,0.1182,TRUE,0.2975,2,0.2083,0.3326,FALSE
10664,Arts & Design,23.34,40.62,0.1028,TRUE,0.9699,3,0.1652,0.2668,FALSE
10665,Technology/Computer,20.59,35.11,0.203,TRUE,0.4016,5,0.275,0.0566,FALSE
10666,Office Support,81.17,16.74,0.9466,TRUE,0.1127,1,0.6777,0.3471,FALSE
10667,Sales,21.71,24.47,0.3056,FALSE,0.5464,3,0.1722,0.4486,FALSE
10668,Architecture & Engineering,12.64,12.76,0,FALSE,0.6936,3,0.0233,0.4706,FALSE
10669,Business & Financial,51.52,31.06,0.4378,TRUE,0.3882,5,0.5054,0,FALSE
10670,Healthcare Practitioners,0,16.09,0.0608,FALSE,0.322,4,0.025,0,FALSE
10671,Life/Physical Science,0,34.31,0,FALSE,0.6605,1,0.1817,0.2902,FALSE
10672,Office Support,61.6,14.75,0.5057,TRUE,0.2834,2,0.6563,0.3844,FALSE
10673,Technology/Computer,24.17,51.41,0.1441,TRUE,0.2531,5,0.4829,0.9182,FALSE
10674,Legal,48.15,42.84,0.4579,TRUE,0.4757,4,0.3914,0.4422,FALSE
10675,Sales,38.04,33.36,0.2661,FALSE,0.5392,2,0.4713,0.5726,TRUE
10676,Sales,9.02,14.09,0,FALSE,0.3094,1,0,0.2343,FALSE
10677,Management,6.52,29.13,0,TRUE,0.6381,3,0,0.7283,FALSE
10678,Food Service,0,4.09,0,FALSE,0.8637,5,0,0.6403,FALSE
10679,Protective Service,0,5.82,0,TRUE,0.4889,5,0.1069,0.9287,FALSE
10680,Business & Financial,20.23,37.72,0.2938,TRUE,0.8564,2,0.2528,0.3449,TRUE
10681,Technology/Computer,24.55,51.06,0.1426,FALSE,0.6136,3,0.397,0.0055,FALSE
10682,Legal,50.18,28.75,0.5593,TRUE,0.3006,3,0.4286,0.284,FALSE
10683,Life/Physical Science,18.63,34.83,0,FALSE,0.6732,3,0.2234,0.6452,FALSE
10684,Healthcare Practitioners,24.11,12.97,0.2681,FALSE,0.3886,4,0.0524,0.5639,FALSE
10685,Education,16.99,24.92,0.2667,TRUE,0.3041,5,0.246,0.2732,FALSE
10686,Management,0,30.05,0.0534,TRUE,0.5255,1,0.0025,0.7152,FALSE
10687,Production,6.54,23.92,0.1267,FALSE,0.5125,5,0.1699,0.5651,FALSE
10688,Production,14.35,20.87,0.244,FALSE,0.6782,4,0.2802,0.9599,FALSE
10689,Arts & Design,15.53,35.52,0.1428,TRUE,0.8392,3,0.0738,0.457,FALSE
10690,Sales,31.93,18.35,0.1871,FALSE,0.2805,4,0.0565,0.7431,FALSE
10691,Legal,35.97,43.66,0.4781,FALSE,0.7341,3,0.3969,0.8599,FALSE
10692,Education,19.94,28.11,0.215,FALSE,0.3741,2,0.4315,0.4347,FALSE
10693,Technology/Computer,14.29,51.14,0.0694,TRUE,0.2661,3,0.0761,0.053,FALSE
10694,Technology/Computer,25.1,51.66,0.2506,TRUE,0.614,2,0,0.4519,FALSE
10695,Education,0,37.33,0.0033,TRUE,0.5223,2,0,0.1605,FALSE
10696,Healthcare Practitioners,3.55,15.96,0.0666,FALSE,0.6216,1,0,0.7271,FALSE
10697,Arts & Design,17.8,35.37,0.1513,TRUE,0.6827,1,0.1863,0.1397,FALSE
10698,Healthcare Practitioners,14.36,13.51,0.0617,FALSE,0.1893,1,0.1045,0.5997,FALSE
10699,Life/Physical Science,0,30.03,0,FALSE,0.8423,4,0.0346,0.3226,FALSE
10700,Technology/Computer,16.3,39.86,0.3108,TRUE,0.3435,3,0.2355,0.271,FALSE
10701,Office Support,76.93,10.65,0.6785,TRUE,0.433,5,0.8416,0.5348,TRUE
10702,Legal,44.99,42.41,0.4269,TRUE,0.7973,2,0.3274,0.3655,TRUE
10703,Legal,53.46,37.93,0.3859,TRUE,0.7745,3,0.5128,0.2956,FALSE
10704,Office Support,71.98,14.54,0.6275,FALSE,0.4023,1,0.7997,0.3396,FALSE
10705,Protective Service,0,19.31,0.0895,FALSE,0.4134,2,0,0.3052,FALSE
10706,Education,0,14.44,0.0633,FALSE,0.3899,5,0,0.2605,FALSE
10707,Legal,59.71,42.42,0.6949,FALSE,0.0385,1,0.3119,0.4466,FALSE
10708,Architecture & Engineering,25,28.56,0.1387,FALSE,0.0834,3,0.3313,0.2105,FALSE
10709,Protective Service,18.61,6,0.1801,FALSE,0.529,3,0.2118,0.1865,FALSE
10710,Food Service,0,0,0,FALSE,0.7121,5,0.0747,0.0472,FALSE
10711,Arts & Design,18.27,36.52,0.1298,TRUE,0.4512,3,0.3366,0.8899,FALSE
10712,Management,0,22.05,0.0298,FALSE,0.3671,5,0.1679,1,FALSE
10713,Technology/Computer,11.23,40.02,0.1666,TRUE,0.676,5,0,0.4008,FALSE
10714,Construction,9.92,15.45,0.0396,FALSE,0.6445,5,0.0784,0.5666,FALSE
10715,Management,1.99,30.22,0,TRUE,0.2556,4,0.2708,0.6351,FALSE
10716,Sales,19.85,32.96,0.3799,TRUE,0.5965,4,0.2185,0.828,FALSE
10717,Healthcare Practitioners,9.9,5.93,0.0817,FALSE,0.2906,2,0.2019,0.6838,FALSE
10718,Education,8.46,27.88,0.0768,TRUE,0.4777,5,0,0.5259,FALSE
10719,Protective Service,10.76,6.12,0.2472,FALSE,0.6425,1,0.1678,0.5471,FALSE
10720,Construction,18.84,9.01,0.3761,FALSE,0.1038,1,0.0067,0,FALSE
10721,Protective Service,28.7,8.9,0.1978,FALSE,0.0592,4,0.3073,0.3561,FALSE
10722,Sales,9.31,34.05,0.1741,TRUE,0.4348,1,0,0.768,FALSE
10723,Construction,9.31,14.46,0.1809,FALSE,0.4476,2,0.2525,0.2472,FALSE
10724,Sales,29.32,33.91,0.3258,FALSE,0.2256,4,0.3432,0.3861,FALSE
10725,Technology/Computer,36.7,56.78,0.4106,TRUE,0.4298,5,0.2993,0.136,FALSE
10726,Construction,10.55,0,0.0764,FALSE,0.7667,3,0.0088,0.4971,FALSE
10727,Architecture & Engineering,0,24.14,0.0576,TRUE,0.9874,1,0,0.6813,FALSE
10728,Sales,31.67,41.4,0.2383,TRUE,0.4333,5,0.4088,0.2927,FALSE
10729,Office Support,67.75,26.61,0.6743,TRUE,0.5072,2,0.6082,0.5254,FALSE
10730,Sales,13.41,39.8,0.1972,FALSE,0.4358,1,0.2328,0.9257,FALSE
10731,Healthcare Practitioners,0,12.08,0.0983,FALSE,0.4268,3,0,0.4598,FALSE
10732,Legal,53.9,45.5,0.4978,FALSE,0.5011,4,0.5203,0.4319,FALSE
10733,Education,13.64,23.45,0.1446,FALSE,0.3639,3,0.3381,0.3242,FALSE
10734,Food Service,3.14,10.84,0.1004,FALSE,0.4002,4,0.0819,0.0181,FALSE
10735,Protective Service,0.21,2.6,0,FALSE,0.3636,3,0,0.2925,FALSE
10736,Architecture & Engineering,12.7,26.55,0.0734,FALSE,0.1107,2,0,0.1255,FALSE
10737,Food Service,13.13,4.25,0.2136,FALSE,0.3033,3,0.1785,0.0166,FALSE
10738,Technology/Computer,17.3,66.1,0.1463,TRUE,0.9355,1,0.1997,0.6551,FALSE
10739,Technology/Computer,31.64,60,0.1485,TRUE,0.3077,1,0.2893,0.3716,FALSE
10740,Healthcare Practitioners,7.42,23.21,0.0942,FALSE,1,2,0.0677,0.6911,FALSE
10741,Food Service,17.66,2.95,0,FALSE,0.5128,3,0.1169,0,FALSE
10742,Construction,12.09,0,0.3135,FALSE,0.4655,4,0.1925,0.8745,FALSE
10743,Protective Service,10.13,0,0.1411,FALSE,0.671,5,0.3423,0.8215,FALSE
10744,Business & Financial,28.68,41.22,0.384,FALSE,0.3186,5,0.5141,0.7584,FALSE
10745,Healthcare Practitioners,18.04,29.18,0.0797,FALSE,0.5877,5,0,0.5395,FALSE
10746,Management,20.8,25.28,0.4914,TRUE,0.5534,4,0,0.3558,TRUE
10747,Food Service,7.2,9.9,0.1302,FALSE,0.3878,5,0.2511,0.873,FALSE
10748,Protective Service,0,15.8,0,FALSE,0.5704,3,0.0886,0.7849,FALSE
10749,Arts & Design,37.23,24.17,0.1254,TRUE,0.2615,4,0.3817,0.6831,FALSE
10750,Architecture & Engineering,0,28.8,0.0313,FALSE,0.5614,3,0.3757,0.3754,FALSE
10751,Protective Service,5.77,4.75,0,FALSE,0.6739,2,0,0.9084,FALSE
10752,Management,26.91,35.35,0.0568,TRUE,0.3967,3,0.2934,1,FALSE
10753,Construction,8.63,18.71,0.1923,FALSE,0.5538,3,0.3751,0,TRUE
10754,Construction,14.86,16.99,0,FALSE,0.5145,3,0.1559,0.43,FALSE
10755,Sales,17.63,24.81,0,TRUE,0.4329,5,0.3764,0.4163,FALSE
10756,Food Service,0,4.93,0,FALSE,0.3548,4,0.1196,0.3708,FALSE
10757,Construction,10.1,7.78,0.2095,FALSE,0.5896,4,0.3732,0.844,FALSE
10758,Business & Financial,20.26,28.03,0.1743,TRUE,0.3466,2,0.1871,0.3818,FALSE
10759,Architecture & Engineering,0,34.25,0.0417,TRUE,0.3528,5,0.2,0.4778,FALSE
10760,Arts & Design,25.92,29.43,0.1912,TRUE,0.1966,1,0.1598,0.5463,FALSE
10761,Architecture & Engineering,6.62,20.85,0,FALSE,0.1749,3,0,0.5614,FALSE
10762,Sales,26.36,53.06,0.2867,FALSE,0.6233,3,0.4049,0.1238,FALSE
10763,Arts & Design,8.65,29.22,0.1179,TRUE,0.4201,3,0,0.3593,FALSE
10764,Business & Financial,39.24,28.7,0.4438,FALSE,0.4218,2,0.3104,0.1226,FALSE
10765,Business & Financial,25.6,48.92,0.1951,TRUE,0.2917,4,0.4455,0.8243,FALSE
10766,Construction,0,8.64,0,FALSE,0.3621,2,0.1728,0.2899,FALSE
10767,Protective Service,10.51,2.35,0.1442,FALSE,0.7311,3,0.2802,0.2016,FALSE
10768,Food Service,0,17.61,0,FALSE,0.56,5,0,0.8573,FALSE
10769,Protective Service,2.84,13.19,0.0567,FALSE,0.6219,1,0.0583,0.8371,FALSE
10770,Food Service,0,8.73,0.0778,FALSE,0.5041,1,0,0.6055,FALSE
10771,Sales,19.3,35.17,0.2456,FALSE,0.596,4,0.0194,0.2851,FALSE
10772,Sales,30.19,39.22,0.2182,TRUE,0.353,5,0.0788,0.4565,TRUE
10773,Education,12.06,24.5,0.1016,FALSE,0.3211,5,0.1084,0.9469,FALSE
10774,Education,22,7.33,0.2982,TRUE,0.6186,4,0.0192,0.3411,FALSE
10775,Life/Physical Science,30.28,30.53,0.4004,FALSE,0.6495,5,0.2912,0.1332,FALSE
10776,Healthcare Practitioners,20.53,24.22,0.1209,FALSE,1,2,0.3503,0.0669,FALSE
10777,Architecture & Engineering,19.71,23.12,0.0851,FALSE,0.4697,2,0.2709,0.0798,FALSE
10778,Management,14.81,31.22,0.1872,TRUE,0.7412,4,0.1217,0.5851,FALSE
10779,Education,11.61,29.48,0.0823,TRUE,0.8033,3,0.2526,0.4957,FALSE
10780,Production,10.43,10.69,0.0459,FALSE,0.288,2,0.1998,0.1031,FALSE
10781,Sales,5.97,41.58,0,FALSE,0.5118,4,0.269,0,FALSE
10782,Life/Physical Science,12.35,22.68,0.194,FALSE,0.3377,2,0.0858,0.4745,FALSE
10783,Management,20.97,13.84,0.2167,TRUE,0.5048,5,0.425,0.5969,TRUE
10784,Life/Physical Science,18.83,25.95,0.1587,FALSE,0.3185,4,0.4441,0.7111,FALSE
10785,Legal,40.05,37.4,0.4281,TRUE,0.6881,1,0.329,0.1252,TRUE
10786,Construction,17.66,0,0.148,FALSE,0.7443,3,0.3178,0.8407,FALSE
10787,Technology/Computer,13.07,58.48,0,TRUE,0,4,0.2719,0.4982,FALSE
10788,Protective Service,0,11.96,0,FALSE,0.7287,2,0,0.0178,FALSE
10789,Construction,10.35,0,0.1524,FALSE,0.5528,4,0.166,0.4087,FALSE
10790,Office Support,67.14,17.06,0.6726,TRUE,0.3164,3,0.6655,0.693,FALSE
10791,Construction,0,5.23,0,FALSE,0.4349,2,0.3017,0.6699,FALSE
10792,Architecture & Engineering,1.69,40.59,0,FALSE,0.7146,4,0,0.6457,FALSE
10793,Food Service,0,12.57,0,FALSE,0.3054,1,0.0019,0.8165,FALSE
10794,Architecture & Engineering,0,34.5,0.0973,FALSE,0.455,3,0,0.8186,FALSE
10795,Production,12.34,21.86,0.0142,FALSE,0.6066,4,0.0184,0.7324,FALSE
10796,Education,2.6,18.27,0.1423,FALSE,0.3974,3,0,0,FALSE
10797,Food Service,0,7.41,0,FALSE,0.3341,1,0,0.3206,FALSE
10798,Construction,6.11,5.88,0.1344,FALSE,0.3211,4,0.0789,0.4466,FALSE
10799,Technology/Computer,33.62,38.39,0.3209,TRUE,0.323,4,0.6142,0.5875,FALSE
10800,Sales,13.45,33.79,0.1612,TRUE,0.4227,5,0.2435,0.1542,FALSE
10801,Production,0,11.05,0,FALSE,0.417,2,0,0.8641,FALSE
10802,Technology/Computer,22.04,63.02,0.2375,TRUE,0.6538,4,0.1578,0.7658,TRUE
10803,Architecture & Engineering,25.59,38.37,0.2226,TRUE,0.6565,3,0,0.3875,FALSE
10804,Production,20.54,25.59,0.243,FALSE,0.6139,4,0.3157,1,FALSE
10805,Construction,12.15,1.08,0.2182,FALSE,0.4184,2,0.3265,0.5758,FALSE
10806,Life/Physical Science,22.48,11.67,0.3211,FALSE,0.7044,3,0.2935,0.5198,FALSE
10807,Education,6.8,23.55,0.0093,TRUE,0.5182,5,0,0.2833,FALSE
10808,Arts & Design,2.55,39.36,0.1213,TRUE,0.9345,4,0.2477,0.2102,FALSE
10809,Construction,0,9.8,0,FALSE,0.4249,2,0.0729,0.4696,FALSE
10810,Construction,12.07,14.97,0.0509,FALSE,0.4229,3,0.3412,0.307,FALSE
10811,Construction,3.74,16.23,0.1033,FALSE,0.5726,5,0,0.6846,FALSE
10812,Food Service,0,16.58,0.0937,FALSE,0.5707,2,0.0759,0.734,FALSE
10813,Business & Financial,60.33,50.22,0.6859,FALSE,0.5416,3,0.5093,0.54,FALSE
10814,Sales,22.07,35.02,0.2298,FALSE,0.5383,3,0.0195,0.4844,FALSE
10815,Healthcare Practitioners,11.05,2.13,0.0689,FALSE,0.6314,2,0.2843,0.8076,FALSE
10816,Architecture & Engineering,0,34.6,0.1127,FALSE,0.3773,2,0,0.7368,FALSE
10817,Production,5.32,4.17,0.0937,FALSE,0.7506,4,0.1228,0.2009,FALSE
10818,Education,6.01,19.63,0.1419,FALSE,0.4875,4,0.266,0.4791,FALSE
10819,Management,5.64,20.2,0,TRUE,0.7224,3,0,0.7316,FALSE
10820,Construction,5.93,8.4,0.0249,FALSE,0.7411,3,0,0,FALSE
10821,Legal,34.68,32.01,0.5869,TRUE,0.4456,2,0.2437,0.4509,FALSE
10822,Legal,54.26,40.67,0.7071,TRUE,0.5652,2,0.6077,0.8044,FALSE
10823,Architecture & Engineering,25.74,32.95,0.4338,TRUE,0.4713,2,0.1137,0.6111,FALSE
10824,Management,16.46,25.96,0.2991,TRUE,0.7376,2,0.2999,0.872,FALSE
10825,Life/Physical Science,15.47,34.35,0.0623,FALSE,0.5922,4,0.0228,0.31,FALSE
10826,Office Support,76.22,17.83,0.7638,TRUE,0.2885,1,0.8121,0.9896,FALSE
10827,Life/Physical Science,18.77,35.27,0.2006,FALSE,0.2798,3,0,0.9949,FALSE
10828,Production,29.79,1.97,0.2007,FALSE,0.5751,2,0.364,0.3013,FALSE
10829,Legal,43.05,41.95,0.405,FALSE,0.2374,1,0.5495,0.3817,FALSE
10830,Business & Financial,34.81,40.48,0.2361,TRUE,0.1281,2,0.6593,0.1541,FALSE
10831,Legal,42.43,29.41,0.5909,TRUE,0.9563,1,0.0371,0.1844,FALSE
10832,Arts & Design,28.48,20.49,0.2122,TRUE,0.5743,1,0.216,0.1868,FALSE
10833,Management,10.07,15.36,0,TRUE,0.094,4,0.0902,0.0609,FALSE
10834,Healthcare Practitioners,29.24,25.9,0.321,FALSE,0.5961,4,0.1728,0.4122,FALSE
10835,Architecture & Engineering,2.09,27.56,0.0949,FALSE,0.6448,4,0,1,FALSE
10836,Sales,2.53,26.38,0.1285,TRUE,0.4207,4,0.0108,0.6458,FALSE
10837,Technology/Computer,9.1,38.65,0.3031,TRUE,0.7796,5,0.1062,0.2758,FALSE
10838,Life/Physical Science,25.36,29,0.2019,FALSE,0.8594,5,0.2396,0.9697,FALSE
10839,Protective Service,16.43,19.36,0.0269,FALSE,0.3577,2,0.0912,0.7831,FALSE
10840,Business & Financial,39.63,32.73,0.3796,FALSE,0.4903,4,0.0576,1,FALSE
10841,Sales,34.58,37.92,0.3386,FALSE,0.4873,4,0.613,0.7613,FALSE
10842,Technology/Computer,27.56,46.89,0.3609,TRUE,0.6106,5,0.1427,0.5963,FALSE
10843,Construction,13.18,17.92,0.0409,TRUE,0.6602,4,0.144,0.7985,FALSE
10844,Arts & Design,35.43,25.14,0.3561,TRUE,0.5244,4,0.3338,0.7539,TRUE
10845,Life/Physical Science,24.68,30.86,0.3943,TRUE,0.4695,1,0.3418,0.9007,FALSE
10846,Technology/Computer,20.88,53.69,0.2138,FALSE,0.5161,5,0.0685,0.9356,FALSE
10847,Technology/Computer,31.41,37.88,0.3014,TRUE,0.8043,5,0.0131,0.8256,FALSE
10848,Architecture & Engineering,0.55,25.62,0.075,FALSE,0.4828,4,0,0.457,FALSE
10849,Arts & Design,26.95,35.28,0.0478,TRUE,0.7162,1,0.1907,0.5413,TRUE
10850,Production,21.48,14.29,0.1643,TRUE,0.8724,1,0.3944,0.6099,FALSE
10851,Technology/Computer,18.96,47.85,0.1635,TRUE,0.3436,1,0.1915,0.5962,FALSE
10852,Production,9.12,24.3,0,FALSE,0.1982,5,0.0078,0.7095,FALSE
10853,Sales,34.22,34.02,0.3046,TRUE,0.2996,3,0.4662,0.5725,FALSE
10854,Arts & Design,34.14,29.87,0.3049,TRUE,0.2712,3,0.368,0.3483,FALSE
10855,Legal,39.77,40.86,0.4237,TRUE,0.273,5,0.3535,0.5039,FALSE
10856,Management,13.76,15.08,0,FALSE,0.585,2,0.3625,0.6825,FALSE
10857,Management,2.62,33.28,0,FALSE,0.6594,5,0.0208,0.5778,FALSE
10858,Life/Physical Science,17.59,29.75,0.0839,FALSE,0.4283,2,0.1686,0.6218,FALSE
10859,Education,6.09,37.03,0.005,TRUE,0.4632,5,0.0412,0.7186,FALSE
10860,Architecture & Engineering,0,43.67,0,TRUE,0.4721,1,0,0.4604,FALSE
10861,Technology/Computer,30.45,49.26,0.373,TRUE,0.6423,2,0.3114,0.5252,FALSE
10862,Arts & Design,28.43,41.03,0.3292,FALSE,0.1406,3,0.2439,0.7134,FALSE
10863,Architecture & Engineering,17.04,26.82,0.2154,FALSE,0.2668,5,0,0.9058,FALSE
10864,Office Support,79.79,24.22,0.8637,TRUE,0.5718,5,0.7189,0.1383,TRUE
10865,Life/Physical Science,7.67,27.77,0,TRUE,0.139,4,0.1679,0.3217,FALSE
10866,Healthcare Practitioners,0,20.07,0.0052,FALSE,0.5755,3,0,0.7807,FALSE
10867,Legal,51.92,36.25,0.6783,FALSE,0.4204,4,0.6232,0.7958,FALSE
10868,Architecture & Engineering,13.74,20.36,0.1,TRUE,0.4484,4,0.0122,0.6479,FALSE
10869,Protective Service,15.92,8.71,0.0346,FALSE,0.4939,3,0.238,0.3752,FALSE
10870,Protective Service,0,7.52,0,FALSE,0.3741,3,0.0232,0.2961,FALSE
10871,Construction,11.16,1.73,0.1955,FALSE,0.5232,2,0.1252,0.1997,FALSE
10872,Construction,0.21,1.43,0,FALSE,0.3751,1,0,0.4965,FALSE
10873,Business & Financial,34.6,39.16,0.4416,TRUE,0.555,3,0.4487,0.7777,FALSE
10874,Food Service,0,15.45,0,FALSE,0.4312,5,0.0962,0.9654,FALSE
10875,Technology/Computer,27.87,50.1,0.1548,TRUE,0.5945,3,0.192,0.3245,FALSE
10876,Healthcare Practitioners,0,14.73,0,FALSE,0.6199,4,0.0574,0.5556,FALSE
10877,Legal,48.55,34.39,0.5541,TRUE,0.3619,2,0.6278,0.8498,FALSE
10878,Production,5.93,8.84,0,FALSE,0.4847,2,0.17,0.8045,FALSE
10879,Protective Service,0,9.83,0.1085,FALSE,0.8351,5,0,0.6568,FALSE
10880,Business & Financial,39.02,48.45,0.3952,FALSE,0.6917,3,0.4697,1,FALSE
10881,Food Service,0,11.2,0,FALSE,0.5103,5,0.0696,0.6517,FALSE
10882,Education,9.62,26.72,0.0258,FALSE,0.4882,1,0,0.3888,FALSE
10883,Construction,13.42,0.32,0.0341,FALSE,0.2263,4,0,0.3782,FALSE
10884,Production,18.69,18.14,0.2101,FALSE,0.4747,5,0.3669,0.0377,FALSE
10885,Business & Financial,41.74,31.81,0.46,FALSE,0.6818,3,0.3419,0.4474,FALSE
10886,Arts & Design,29.61,28.82,0.1593,TRUE,0.2859,5,0.4395,0.554,FALSE
10887,Business & Financial,48.54,31.2,0.5441,FALSE,0.3654,1,0.4551,0.5654,FALSE
10888,Sales,19.5,26.08,0.1056,TRUE,0.9665,1,0.2104,0.2537,FALSE
10889,Sales,25.63,26.49,0.2845,FALSE,0.6459,2,0.2687,0.7488,FALSE
10890,Sales,28.41,34.19,0.1289,FALSE,0.3315,5,0.4025,0.0253,FALSE
10891,Architecture & Engineering,15.72,23.22,0.2115,TRUE,0.4065,1,0,0.5682,TRUE
10892,Protective Service,0,28.7,0,FALSE,0.3078,3,0.1927,0.3703,FALSE
10893,Architecture & Engineering,21.95,21.76,0.3595,TRUE,0.1633,4,0.381,0.8055,FALSE
10894,Healthcare Practitioners,5.71,26.43,0.0239,FALSE,0.4602,5,0.0176,0.4053,FALSE
10895,Arts & Design,26.45,51.31,0.26,FALSE,0.7339,1,0,0.3325,FALSE
10896,Business & Financial,18.2,33.48,0,TRUE,0.4952,1,0.3766,0.7761,FALSE
10897,Construction,10.88,4.83,0,FALSE,0.8322,5,0.3302,0.7079,FALSE
10898,Technology/Computer,36.82,57.89,0.2486,TRUE,0.336,2,0.2338,0.5681,FALSE
10899,Architecture & Engineering,19.67,32.38,0.1701,FALSE,0.5272,2,0.0973,0.5904,FALSE
10900,Protective Service,12.72,5.32,0,FALSE,0.4672,3,0,0.2775,FALSE
10901,Education,12.01,28.28,0.2338,FALSE,0.3613,4,0,0.903,FALSE
10902,Healthcare Practitioners,0,25.94,0,FALSE,0.84,3,0,0.2728,FALSE
10903,Food Service,0,2.01,0.0034,FALSE,0.6699,4,0.1557,0,FALSE
10904,Arts & Design,29.79,36.28,0.2795,FALSE,0.3722,4,0.3319,0.5519,FALSE
10905,Production,6.99,20.33,0.0521,FALSE,0.2565,5,0,0.6536,FALSE
10906,Business & Financial,41.76,36.1,0.366,TRUE,0.7582,1,0.732,0.5739,FALSE
10907,Arts & Design,19.45,21.47,0.3212,TRUE,0.5956,2,0,0.7774,FALSE
10908,Production,0.72,18.14,0,FALSE,0.589,4,0.1611,0.6338,FALSE
10909,Architecture & Engineering,3.05,17.05,0.135,FALSE,0.3915,3,0,0.8521,FALSE
10910,Food Service,10.97,0,0,FALSE,0.5354,1,0.1732,0.7187,FALSE
10911,Life/Physical Science,10.78,18.99,0.0299,FALSE,0.7703,5,0.1808,0.0293,FALSE
10912,Life/Physical Science,12.27,41.37,0.07,FALSE,0.6835,1,0.0133,0.2143,FALSE
10913,Healthcare Practitioners,16.04,19.58,0.0176,TRUE,0.4984,3,0.1146,0.3477,FALSE
10914,Food Service,0,7.37,0,FALSE,0.2646,5,0.1066,0.7265,FALSE
10915,Architecture & Engineering,0,19.77,0.1435,TRUE,0.4863,4,0,0.8896,FALSE
10916,Healthcare Practitioners,23.16,16.68,0.1366,FALSE,0.6659,3,0.0747,0.6589,FALSE
10917,Life/Physical Science,13.22,16.43,0.1763,FALSE,0.8427,1,0.3265,0.6567,FALSE
10918,Arts & Design,13.63,39.58,0.0534,TRUE,0.6031,3,0.0479,0.3719,FALSE
10919,Office Support,77.76,19.36,0.9205,TRUE,0.9346,4,0.765,0.2462,FALSE
10920,Food Service,3.51,15.74,0,FALSE,0.557,4,0.0197,0.007,FALSE
10921,Business & Financial,35.32,30.41,0.2552,TRUE,0.2336,4,0.3084,0.3532,FALSE
10922,Life/Physical Science,0,29.61,0,FALSE,0.4283,3,0,0.3204,FALSE
10923,Sales,27.16,31.56,0.1912,TRUE,0.2086,1,0.3899,0.6872,FALSE
10924,Life/Physical Science,18.73,23.63,0.1701,FALSE,0.6248,4,0.0682,0.8098,FALSE
10925,Protective Service,10.09,2.58,0,FALSE,0.4183,4,0.0184,0.6777,FALSE
10926,Production,24.74,23.34,0.1685,FALSE,0.6198,1,0.3321,0.091,FALSE
10927,Construction,15.61,25.83,0.0105,FALSE,0.7573,2,0.3701,0.5033,FALSE
10928,Office Support,85.93,23.49,0.8353,TRUE,0.4566,1,0.8107,0.33,FALSE
10929,Protective Service,11.03,0,0.126,FALSE,0.3223,4,0.0952,0.304,FALSE
10930,Office Support,84.88,28.62,0.8702,TRUE,0.595,5,0.8937,0.4199,TRUE
10931,Office Support,71.46,26.12,0.8308,TRUE,0.4977,1,0.6221,0.2164,TRUE
10932,Protective Service,0,21.88,0,FALSE,0.3105,4,0.2024,0.5797,FALSE
10933,Food Service,0.36,9.07,0,FALSE,0.0958,1,0.2111,1,FALSE
10934,Business & Financial,37.68,52.18,0.3665,FALSE,0.3088,5,0.1545,0.2541,FALSE
10935,Technology/Computer,20.67,52.08,0.2949,FALSE,0.53,4,0.1122,0.8306,FALSE
10936,Construction,23.37,5.06,0.3541,FALSE,0,2,0,0.4838,FALSE
10937,Business & Financial,36.1,31.65,0.3331,TRUE,0.2651,4,0.364,0.7067,FALSE
10938,Protective Service,17.82,19.01,0.1745,FALSE,0.7647,4,0.2662,0.1691,FALSE
10939,Business & Financial,38.35,55.08,0.6244,TRUE,0.4608,4,0.6254,0.4758,TRUE
10940,Healthcare Practitioners,22.39,2.69,0.381,FALSE,0.4782,4,0.1346,0.2431,FALSE
