emp_id,sector,soc_code,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,is_remote_eligible,skill_transferability_score,org_ai_maturity_stage,task_codifiability_score,education_mismatch_idx,displacement_occurred
11046,Sales,41-4011.00,26.08,37.31,0.1935,True,0.0,3,0.6172,0.4702,True
11047,Production,51-6031.00,13.19,1.04,0.2441,False,0.7441,3,0.5162,0.0699,False
11048,Office Support,49-3022.00,84.73,23.05,0.9248,True,0.4544,2,0.7129,0.551,True
11049,Technology/Computer,15-1299.08,35.13,37.06,0.519,True,0.5745,3,0.6065,0.0824,False
11050,Technology/Computer,13-1199.07,28.55,52.91,0.3097,True,0.1617,5,0.9589,0.5973,False
11051,Office Support,33-9011.00,59.84,19.92,0.5584,True,0.7148,2,0.8414,0.6087,False
11052,Office Support,27-4021.00,65.22,27.91,0.5089,True,0.2781,1,0.8559,0.3871,True
11053,Healthcare Practitioners,29-2036.00,12.2,17.29,0.2596,False,0.4583,2,0.8076,0.6507,False
11054,Office Support,49-9099.01,77.06,1.28,0.7418,False,0.5228,3,0.6942,0.2071,True
11055,Office Support,29-1211.00,86.13,27.13,0.7246,True,0.4834,2,0.9742,0.5873,True
11056,Office Support,21-2011.00,64.48,26.44,0.7748,True,0.5586,3,0.7139,0.4221,True
11057,Office Support,53-1041.00,80.24,20.64,0.6559,True,0.8024,3,0.8644,0.2882,False
11058,Office Support,41-2011.00,70.26,16.07,0.8066,True,0.1871,5,0.1677,0.0,True
11059,Production,51-9051.00,31.66,0.0,0.3082,False,0.4841,1,0.5748,0.5302,False
11060,Healthcare Practitioners,31-9093.00,15.44,26.23,0.1681,False,0.395,1,0.9581,0.7206,False
11061,Office Support,19-4043.00,80.81,5.26,0.7818,True,0.3351,2,0.7533,0.0,True
11062,Arts & Design,27-3099.00,40.16,21.48,0.3409,False,0.228,2,0.3823,0.3777,False
11063,Sales,41-9091.00,24.26,42.19,0.2421,False,0.1315,2,0.5969,0.5194,False
11064,Office Support,13-2054.00,79.81,13.85,0.8527,True,0.7814,2,0.7843,0.4354,True
11065,Technology/Computer,15-1244.00,11.76,58.2,0.112,True,0.8677,2,0.7052,1.0,False
11066,Management,47-1011.03,11.63,26.88,0.1256,False,0.5013,3,0.7514,0.1175,False
11067,Office Support,17-1022.01,91.2,27.14,0.9338,True,0.2571,3,0.801,0.0895,True
11068,Office Support,43-3061.00,67.43,27.13,0.8733,True,0.6611,2,0.8406,0.5655,True
11069,Healthcare Practitioners,19-2041.00,2.79,11.08,0.1343,False,0.4559,4,0.8681,0.3681,False
11070,Technology/Computer,17-2061.00,16.38,37.21,0.3337,True,0.6498,2,0.6418,0.6926,False
11071,Education,25-1125.00,0.0,23.73,0.2478,True,0.3103,2,0.5858,0.0,False
11072,Production,43-5053.00,3.95,15.92,0.0972,False,0.5549,3,0.5859,0.3684,False
11073,Office Support,19-3011.01,79.6,12.24,0.5933,False,1.0,3,0.4972,0.4924,False
11074,Office Support,51-6092.00,88.51,14.02,0.8102,True,0.3619,1,0.5865,0.0,True
11075,Healthcare Practitioners,29-1141.01,9.2,6.22,0.0,False,0.1945,3,0.7196,0.2472,False
11076,Office Support,45-4021.00,90.26,22.13,0.8821,False,0.5314,2,0.4905,0.4354,False
11077,Office Support,43-3051.00,81.46,13.62,1.0,True,0.2156,1,0.4526,0.557,True
11078,Healthcare Practitioners,29-1141.00,8.63,11.48,0.1621,True,0.3929,2,0.7611,0.2271,False
11079,Technology/Computer,23-1022.00,13.26,51.07,0.1952,True,0.4436,5,0.5464,0.1125,False
11080,Office Support,31-2012.00,86.44,10.01,0.8915,True,0.387,1,0.7411,0.5367,True
11081,Office Support,29-1216.00,83.93,24.98,0.8766,True,0.5092,3,0.6461,0.0696,True
11082,Management,11-9179.00,14.48,30.15,0.1619,True,0.2669,1,0.0,0.0,True
11083,Office Support,47-2181.00,75.49,15.19,0.8078,True,0.24,2,0.8589,0.4004,True
11084,Office Support,25-9049.00,72.91,13.89,0.6194,True,0.0,1,0.8384,0.4228,True
11085,Sales,41-9091.00,8.45,32.98,0.2,False,1.0,4,0.456,0.5739,False
11086,Architecture & Engineering,27-4014.00,7.71,26.89,0.18,False,0.7269,3,0.672,0.5484,False
11087,Arts & Design,55-1014.00,23.23,25.87,0.0646,True,0.167,1,0.2277,0.7263,True
11088,Architecture & Engineering,17-2021.00,6.55,29.81,0.0915,False,0.5515,3,0.9326,1.0,False
11089,Office Support,37-2012.00,78.73,23.63,0.8485,True,0.1987,3,0.5718,0.5401,False
11090,Production,51-7041.00,0.0,24.48,0.0,False,0.0597,4,0.5024,0.3914,False
11091,Office Support,21-1029.00,76.72,22.11,0.6664,True,0.4889,2,0.7378,0.0,True
11092,Education,25-3099.00,5.53,20.0,0.0864,False,0.7076,3,0.1669,0.3372,False
11093,Technology/Computer,27-1027.00,18.46,45.03,0.1312,True,0.7746,3,0.6171,0.8042,False
11094,Office Support,19-3051.00,83.85,0.0,0.8369,True,0.2652,2,0.8678,0.7317,True
11095,Healthcare Practitioners,29-1243.00,14.14,27.97,0.2767,False,0.6792,3,0.191,0.4373,False
11096,Office Support,49-9092.00,78.16,14.61,0.9227,False,0.5305,3,0.9805,0.0346,False
11097,Technology/Computer,33-9032.00,26.56,41.97,0.2634,True,0.6195,2,0.9959,0.3934,True
11098,Office Support,15-1299.04,78.33,17.87,0.8168,True,0.2774,3,0.8366,0.5406,True
11099,Production,43-5053.00,21.95,8.91,0.2986,False,0.685,3,0.6438,0.4638,False
11100,Office Support,49-2097.00,77.23,13.96,0.7693,True,0.5236,2,0.9711,0.6718,True
11101,Office Support,47-2022.00,73.83,15.59,0.7741,True,0.2228,1,0.6727,0.6189,True
11102,Office Support,13-1082.00,86.43,11.17,0.7918,False,0.4413,1,0.842,0.7224,False
11103,Healthcare Practitioners,51-9082.00,0.0,17.01,0.0,False,0.4021,2,0.6879,0.4258,False
11104,Office Support,27-3031.00,81.65,20.07,0.7761,True,0.3572,2,0.7045,0.5904,True
11105,Technology/Computer,39-3012.00,18.1,44.84,0.2324,False,0.4725,1,0.5382,0.0,False
11106,Office Support,29-2056.00,87.09,22.56,0.9236,True,0.1598,3,0.9767,0.1724,True
11107,Office Support,37-2021.00,83.17,13.29,0.8017,False,0.0,2,0.5635,0.3432,False
11108,Office Support,29-1011.00,86.3,13.75,0.778,True,0.6242,1,0.8359,0.6425,True
11109,Office Support,29-1229.06,67.2,27.94,0.7085,False,0.1869,1,0.9262,0.7745,False
11110,Office Support,47-2181.00,80.6,27.31,0.9268,False,0.5475,5,1.0,0.0866,True
11111,Education,25-2012.00,23.26,34.26,0.1326,False,0.6583,2,0.8807,0.7948,False
11112,Arts & Design,39-5091.00,18.14,32.38,0.1873,False,0.41,2,0.6831,0.8516,False
11113,Architecture & Engineering,17-2199.08,12.84,24.46,0.1265,True,0.3944,3,0.9054,0.5219,True
11114,Office Support,49-9011.00,85.99,30.1,0.7379,True,0.3786,4,0.6357,0.7281,True
11115,Office Support,51-5111.00,65.98,16.6,0.622,True,0.9182,3,0.5667,0.5092,False
11116,Office Support,39-2011.00,54.81,23.55,0.7531,True,0.341,1,0.7109,0.1496,True
11117,Education,25-1082.00,11.82,22.75,0.1375,False,0.5358,1,0.8343,0.5539,False
11118,Life/Physical Science,19-4099.00,30.72,35.94,0.2237,False,0.2508,3,0.3676,0.4031,False
11119,Technology/Computer,43-4061.00,29.47,46.5,0.1402,True,0.6423,2,0.7442,0.7092,True
11120,Office Support,31-9099.02,75.81,19.84,0.849,True,0.692,3,0.6486,0.7841,True
11121,Production,51-6091.00,0.0,14.95,0.1396,False,0.347,3,0.8919,0.1249,False
11122,Production,51-4081.00,2.59,17.04,0.0234,False,0.5797,3,0.9247,0.2794,False
11123,Office Support,13-1071.00,82.14,26.02,0.8524,True,0.2109,2,0.6329,0.2331,True
11124,Office Support,53-7199.00,74.73,19.66,0.8127,True,0.582,3,0.8756,1.0,True
11125,Office Support,13-1041.08,77.05,35.81,0.7274,False,0.6039,3,0.6389,0.0793,False
11126,Office Support,51-5111.00,78.18,18.22,0.7154,True,0.4196,3,0.5888,0.6911,True
11127,Production,53-7011.00,23.62,17.73,0.2927,False,0.3808,3,0.6918,0.329,False
11128,Technology/Computer,29-9099.00,20.16,44.38,0.2198,True,0.4091,5,0.2367,0.5361,False
11129,Office Support,47-3011.00,64.28,26.69,0.6397,True,0.1787,3,0.6541,0.8751,True
11130,Technology/Computer,43-9021.00,20.2,55.81,0.2284,True,0.6752,4,0.8708,0.8653,False
11131,Office Support,27-4015.00,77.28,17.4,0.8251,True,0.6573,5,0.6968,0.3013,True
11132,Office Support,51-4121.00,76.89,15.29,0.8286,True,1.0,1,0.5517,0.7766,False
11133,Office Support,23-1023.00,60.22,31.72,0.5066,True,0.0,2,0.7422,0.5236,True
11134,Office Support,19-3011.01,96.28,19.01,0.9933,True,0.2556,5,0.5985,0.0,True
11135,Technology/Computer,15-1299.00,17.12,59.91,0.2249,True,0.3785,2,0.0253,0.5313,True
11136,Management,11-3031.03,25.77,19.35,0.3281,False,0.9031,2,0.7364,0.494,False
11137,Office Support,43-3051.00,71.16,16.39,0.6721,True,0.6335,1,0.6549,0.9419,True
11138,Architecture & Engineering,17-2112.01,15.83,16.31,0.3256,False,1.0,3,0.8161,0.295,False
11139,Office Support,35-9031.00,62.61,19.78,0.6442,False,0.1922,3,0.5568,0.0395,True
11140,Production,51-2022.00,2.35,13.48,0.0,False,0.4385,4,0.5862,1.0,False
11141,Life/Physical Science,19-1013.00,0.0,30.81,0.1418,False,0.5384,2,0.7508,0.9215,False
11142,Architecture & Engineering,53-4011.00,10.4,31.31,0.0142,True,0.2119,4,0.772,0.0,False
11143,Architecture & Engineering,17-2199.08,36.62,22.71,0.4609,False,0.6833,4,0.6629,0.7161,True
11144,Education,25-1072.00,14.01,29.88,0.0338,True,0.3297,5,0.7324,0.6748,False
11145,Office Support,31-9091.00,64.34,24.03,0.4924,True,0.9502,4,0.6927,0.8148,False
11146,Office Support,19-4021.00,83.48,12.5,0.773,False,0.0,3,0.7045,0.3843,True
11147,Life/Physical Science,19-4013.00,17.05,34.73,0.2244,True,0.5209,4,0.5962,0.2496,False
11148,Office Support,43-9022.00,71.99,18.42,0.8585,True,0.4026,1,0.7205,0.741,False
11149,Arts & Design,15-1255.01,20.25,38.67,0.2305,True,0.844,3,0.8084,0.561,False
11150,Construction,47-3019.00,0.0,10.64,0.1193,False,0.2347,3,0.0,1.0,False
11151,Office Support,51-1011.00,80.05,23.35,0.6239,True,0.3191,3,0.5854,0.3299,True
11152,Office Support,17-3031.00,71.54,17.35,0.6163,True,0.3541,3,0.7098,0.259,True
11153,Management,11-3012.00,25.77,13.17,0.0,False,0.6327,2,0.9618,0.6102,False
11154,Office Support,11-9031.00,67.25,0.0,0.7612,True,0.6332,5,0.7245,0.8234,True
11155,Education,25-2011.00,1.9,20.91,0.0215,False,0.8289,2,0.5668,0.3614,False
11156,Office Support,53-6051.01,92.03,25.52,0.8471,False,0.2682,2,0.8803,0.6937,False
11157,Production,47-5041.00,27.86,20.14,0.1891,False,0.3066,2,0.6962,0.136,False
11158,Arts & Design,27-1025.00,33.04,47.07,0.4041,True,0.2805,1,0.9147,0.3304,False
11159,Technology/Computer,13-2053.00,7.88,43.0,0.0944,True,0.0,1,0.6175,0.6714,False
11160,Office Support,47-4041.00,79.11,19.28,0.6753,True,0.3125,2,0.6587,0.2199,True
11161,Office Support,29-1223.00,94.98,10.82,0.8856,True,0.3669,2,0.7455,0.9883,True
11162,Management,11-9041.00,12.0,14.16,0.2308,True,0.7624,2,0.8782,0.1488,False
11163,Healthcare Practitioners,21-1023.00,19.13,15.31,0.221,True,0.4343,1,0.8493,0.7734,True
11164,Life/Physical Science,19-1029.02,0.0,29.4,0.0,False,0.1901,1,0.94,0.6049,False
11165,Office Support,15-2011.00,71.78,24.11,0.8066,False,0.0,1,0.6278,0.4079,False
11166,Office Support,19-3011.00,94.41,22.78,0.9883,False,0.6288,5,0.6093,0.3607,False
11167,Office Support,21-1012.00,86.63,19.67,1.0,True,0.6645,2,0.7903,0.1379,True
11168,Office Support,11-9131.00,79.69,23.05,0.7713,True,0.6775,3,0.7664,0.1026,True
11169,Business & Financial,13-2022.00,37.01,28.81,0.4109,True,0.7495,2,0.8264,0.463,False
11170,Healthcare Practitioners,43-6013.00,0.0,20.73,0.0717,True,0.5487,2,0.6797,0.5969,False
11171,Life/Physical Science,19-4092.00,10.39,40.88,0.0,True,0.9379,3,0.6282,0.6689,False
11172,Production,53-3099.00,8.78,3.01,0.0032,False,0.6354,1,0.0269,0.6259,False
11173,Office Support,29-2034.00,63.29,27.58,0.6608,True,0.3513,1,0.7542,0.384,True
11174,Office Support,27-2032.00,62.38,31.72,0.7775,False,0.4375,2,0.6958,0.6518,False
11175,Architecture & Engineering,17-2081.00,19.73,17.02,0.2469,False,0.3709,1,1.0,0.1524,True
11176,Office Support,13-1082.00,85.51,5.29,0.7887,True,0.5287,1,0.9618,0.0,True
11177,Technology/Computer,15-1241.00,30.03,46.84,0.2821,True,0.4921,3,0.772,0.7948,True
11178,Construction,51-9197.00,8.46,16.27,0.1841,False,0.8018,3,0.8729,0.304,False
11179,Technology/Computer,49-2011.00,21.82,49.68,0.2185,True,0.441,1,0.5517,0.3734,False
11180,Office Support,49-9099.01,82.91,18.68,0.8368,True,0.6497,2,0.771,0.3403,True
11181,Technology/Computer,15-1231.00,21.38,39.7,0.1097,True,0.9116,2,0.543,0.6158,False
11182,Management,11-3071.00,17.11,32.47,0.1405,True,0.4829,2,0.6701,1.0,False
11183,Healthcare Practitioners,29-1122.00,0.0,11.67,0.0,False,0.439,1,0.8711,0.4648,False
11184,Healthcare Practitioners,29-1126.00,20.71,27.49,0.0,False,0.5387,2,0.8894,0.8541,False
11185,Production,43-9051.00,10.9,26.86,0.0971,False,0.6474,2,0.5587,0.3822,False
11186,Office Support,47-4041.00,71.43,15.22,0.6868,True,0.5231,2,0.7685,0.8114,False
11187,Office Support,29-2031.00,86.42,22.04,0.8188,False,0.5108,1,0.6333,0.4436,False
11188,Office Support,15-2099.01,74.19,28.82,0.7284,True,0.3276,3,0.7783,1.0,True
11189,Management,27-2041.00,17.68,20.54,0.2197,True,0.5446,3,0.627,0.2181,False
11190,Office Support,31-9095.00,61.25,17.37,0.4881,True,0.7942,3,0.7374,0.3982,False
11191,Construction,47-4011.00,17.33,0.0,0.13,False,0.0012,1,0.7809,0.8302,False
11192,Arts & Design,25-4022.00,29.04,34.83,0.3359,False,0.8282,4,0.5624,0.6192,False
11193,Office Support,13-1031.00,64.02,27.9,0.5151,True,0.5314,3,0.7462,0.4249,True
11194,Technology/Computer,15-1243.00,16.53,57.72,0.2695,False,0.4807,2,0.8682,0.4779,False
11195,Architecture & Engineering,17-3023.00,20.77,21.58,0.1059,True,0.2528,5,0.6902,0.5127,False
11196,Life/Physical Science,19-2042.00,7.34,19.7,0.0,False,0.3271,2,0.6907,0.6845,False
11197,Office Support,23-1021.00,65.37,13.33,0.683,True,0.7963,3,0.5378,0.9922,False
11198,Food Service,35-2013.00,0.0,0.0,0.0041,False,0.2642,3,0.568,0.6744,False
11199,Office Support,49-3052.00,70.59,20.66,0.6819,True,0.4396,1,0.7999,0.237,True
11200,Office Support,21-1019.00,67.25,26.72,0.5621,True,0.6443,2,0.6163,0.765,True
11201,Production,51-4032.00,10.98,17.45,0.2037,False,0.3457,1,0.7209,0.3194,False
11202,Architecture & Engineering,17-2199.06,21.64,23.73,0.4525,False,0.6008,1,0.7622,0.0939,False
11203,Technology/Computer,47-2152.00,16.41,51.98,0.2068,True,0.9773,1,0.6539,0.5571,False
11204,Management,11-3071.00,11.7,22.75,0.2746,True,0.728,3,0.8993,0.99,False
11205,Management,11-9151.00,15.68,31.05,0.2376,False,0.5126,3,0.5679,0.7397,False
11206,Production,51-9023.00,14.16,14.81,0.0812,False,0.334,3,0.7851,0.5141,False
11207,Technology/Computer,15-1211.00,23.3,62.87,0.3123,True,0.4858,4,0.635,0.7462,True
11208,Office Support,51-4071.00,70.18,32.71,0.7459,False,0.5524,2,0.3784,0.3956,False
11209,Office Support,43-5111.00,82.85,14.0,0.9401,True,0.2476,5,0.9425,0.3047,True
11210,Office Support,19-4099.03,89.57,27.03,1.0,True,0.3647,2,0.8269,0.0684,True
11211,Office Support,29-9091.00,89.12,11.78,0.8952,True,0.2837,3,0.6558,0.2622,True
11212,Production,51-4034.00,6.94,18.7,0.0999,False,0.415,1,0.8371,0.4619,False
11213,Food Service,35-3023.00,0.0,0.0,0.0,False,0.4127,2,0.3954,0.5771,False
11214,Office Support,49-2095.00,67.12,30.55,0.6496,True,0.3718,3,0.9791,0.4425,True
11215,Technology/Computer,51-9161.00,32.0,47.59,0.1783,True,0.6265,1,0.5276,0.5831,True
11216,Production,47-5011.00,25.14,12.89,0.3445,False,0.2961,4,0.5966,0.8122,False
11217,Food Service,51-3093.00,0.0,0.0,0.0487,False,0.6312,2,0.8447,0.2002,False
11218,Office Support,13-2072.00,77.3,22.64,0.7298,True,0.5709,2,0.6656,0.1521,True
11219,Technology/Computer,29-1299.00,14.62,59.83,0.1863,True,0.1752,2,0.3277,0.4669,True
11220,Production,51-4031.00,14.37,13.53,0.1452,False,0.7188,3,0.6391,0.2896,False
11221,Food Service,35-9099.00,0.0,8.48,0.2082,False,0.0399,2,0.0675,0.8501,False
11222,Office Support,27-2042.00,68.57,6.59,0.9117,True,1.0,3,0.5135,0.4837,True
11223,Production,51-4072.00,0.81,29.49,0.0694,False,0.7798,3,0.7147,0.69,False
11224,Management,11-3051.01,5.68,22.82,0.0,True,0.6002,5,1.0,0.5933,False
11225,Office Support,43-3051.00,53.61,31.95,0.5757,True,0.4776,3,0.6884,0.2543,True
11226,Healthcare Practitioners,29-1129.02,5.27,24.91,0.0947,True,0.6875,5,0.7762,0.0632,False
11227,Office Support,19-3039.02,67.89,26.36,0.6725,True,0.3179,2,0.3508,0.0846,False
11228,Management,19-1031.02,12.68,30.86,0.1056,False,0.0928,1,1.0,0.7131,False
11229,Office Support,47-2132.00,74.1,23.09,0.5992,True,0.5564,1,0.7271,0.3368,True
11230,Healthcare Practitioners,19-5011.00,5.7,27.17,0.0,False,0.7858,3,0.9091,0.3777,False
11231,Office Support,19-4071.00,84.57,30.81,0.9341,False,0.8374,1,0.9068,0.9467,False
11232,Technology/Computer,43-9021.00,11.46,53.34,0.1436,True,0.3493,1,0.7384,0.2292,False
11233,Healthcare Practitioners,21-1022.00,21.55,22.05,0.0925,False,0.3945,1,0.7415,0.4033,False
11234,Production,51-8093.00,19.43,10.26,0.3129,False,0.8018,1,0.7007,0.4094,False
11235,Office Support,37-3012.00,76.69,18.67,0.8041,True,0.7479,4,0.8211,0.6253,True
11236,Office Support,53-4031.00,65.85,7.07,0.7083,False,0.2195,1,0.6029,0.3074,False
11237,Legal,23-2011.00,66.44,51.39,0.6031,True,0.1931,3,0.5968,0.4982,True
11238,Office Support,47-2221.00,75.47,21.14,0.7752,True,0.4806,2,0.5672,0.3742,True
11239,Education,25-2021.00,15.08,40.63,0.1974,False,0.6048,1,0.6748,0.6728,False
11240,Office Support,49-9012.00,80.27,0.23,0.9281,True,0.2656,5,0.5802,0.7334,True
11241,Office Support,29-9093.00,80.51,2.58,0.8647,True,0.655,1,0.9674,0.4736,True
11242,Education,25-1042.00,20.72,33.06,0.0,False,0.1934,3,0.6625,0.7958,True
11243,Architecture & Engineering,17-2199.08,0.0,27.72,0.0031,False,0.4007,3,0.9574,0.7095,False
11244,Office Support,49-9071.00,77.29,17.13,0.7299,True,0.7397,2,0.8675,0.5235,True
11245,Architecture & Engineering,17-2112.02,20.96,36.1,0.2028,True,0.5437,3,0.8991,0.4022,False
11246,Office Support,29-2034.00,74.83,15.47,0.8074,True,0.5635,2,0.8746,0.7244,True
11247,Construction,47-2111.00,0.56,7.36,0.0,False,0.7819,1,1.0,0.6308,False
11248,Management,11-1011.00,15.65,32.25,0.2244,True,0.2765,2,0.7631,0.1959,True
11249,Education,25-2021.00,13.59,20.58,0.0608,True,0.5634,2,0.6933,0.0,True
11250,Healthcare Practitioners,29-2011.00,2.45,25.92,0.0,False,0.8401,3,0.9209,0.3093,False
11251,Office Support,29-2035.00,69.47,24.82,0.7932,False,0.3288,3,0.6476,0.3063,False
11252,Office Support,55-3016.00,85.04,14.51,0.7924,True,0.7857,3,0.8996,0.7662,False
11253,Education,25-1122.00,32.01,31.74,0.1451,True,0.5663,1,1.0,0.4039,False
11254,Management,11-1011.03,12.45,22.06,0.0389,False,0.4299,2,0.8121,0.134,False
11255,Office Support,55-1012.00,60.72,23.39,0.5265,True,0.3942,2,0.8954,1.0,True
11256,Protective Service,33-2021.00,7.7,18.48,0.1077,False,0.3563,2,0.8278,0.7187,False
11257,Architecture & Engineering,53-2011.00,0.0,24.89,0.0,False,0.519,3,0.6717,0.2876,False
11258,Production,51-8031.00,16.02,5.28,0.2655,False,0.2958,1,0.8502,1.0,False
11259,Office Support,55-3013.00,78.54,35.09,0.7278,True,0.3018,2,0.8889,0.3408,True
11260,Life/Physical Science,19-4061.00,13.73,37.06,0.1947,False,0.594,1,0.7328,0.6769,False
11261,Education,25-1022.00,5.6,15.56,0.0467,False,0.4467,3,0.9168,0.0485,False
11262,Office Support,15-2041.01,79.6,17.84,0.9982,True,0.312,3,0.8046,0.4405,True
11263,Construction,51-7011.00,17.86,4.7,0.0365,False,0.9648,3,0.66,0.8663,False
11264,Construction,51-7011.00,8.72,0.5,0.0544,False,0.0951,2,0.7532,0.8392,False
11265,Office Support,27-2022.00,59.16,32.88,0.5033,True,0.2301,2,0.7514,0.5969,True
11266,Business & Financial,15-2051.01,28.73,40.3,0.3471,False,0.2309,5,0.5217,0.885,False
11267,Life/Physical Science,19-4092.00,7.34,37.82,0.0,False,0.556,1,0.8054,0.7704,False
11268,Management,11-3051.06,9.12,21.16,0.0618,True,1.0,4,0.9019,0.2488,False
11269,Office Support,47-4099.03,82.4,13.34,0.7185,True,0.4185,3,0.7731,0.3859,True
11270,Office Support,19-3011.00,100.0,9.49,1.0,True,1.0,4,0.8039,0.3607,False
11271,Construction,47-2061.00,10.69,1.96,0.0,False,0.6409,3,0.7564,0.8759,False
11272,Arts & Design,27-1013.00,15.14,38.22,0.1965,True,0.0064,5,0.5857,0.5552,False
11273,Management,11-9171.00,31.46,20.86,0.1674,False,0.5025,2,0.9657,0.0,False
11274,Construction,47-4099.00,6.67,0.0,0.1919,False,0.942,4,0.0,0.2039,False
11275,Technology/Computer,27-3041.00,14.88,48.62,0.1795,True,0.4054,1,0.7266,0.5683,False
11276,Office Support,51-4121.00,78.05,9.7,0.912,True,0.542,5,0.4233,0.6869,True
11277,Technology/Computer,13-2041.00,13.48,43.06,0.195,True,0.5545,4,0.7284,0.5965,False
11278,Office Support,39-3011.00,75.53,18.48,0.8226,True,0.0439,1,0.5362,0.2955,True
11279,Office Support,51-4192.00,64.92,17.06,0.7217,True,0.3311,2,0.7967,0.4801,True
11280,Management,11-1021.00,18.59,28.66,0.1313,True,0.6665,3,0.8837,0.2856,False
11281,Construction,47-1011.00,12.15,12.23,0.2903,False,0.7454,4,0.6774,0.0,False
11282,Production,51-9192.00,14.06,8.56,0.1937,True,0.2121,3,0.6682,0.384,False
11283,Construction,47-4011.00,16.05,0.0,0.2113,False,0.0,3,0.8541,0.2362,False
11284,Architecture & Engineering,17-3021.00,5.15,16.73,0.1764,False,0.7989,5,0.6668,0.5395,False
11285,Education,25-1072.00,8.45,25.63,0.2517,False,0.851,2,0.9523,0.4642,False
11286,Arts & Design,25-4022.00,25.88,34.9,0.2809,False,0.1406,3,0.7885,0.0,False
11287,Technology/Computer,29-1171.00,21.96,41.51,0.2309,True,0.0,3,0.8928,0.5491,False
11288,Arts & Design,39-5091.00,30.31,44.58,0.3173,True,0.3582,4,0.79,0.4305,True
11289,Production,51-4032.00,13.24,14.89,0.1916,False,0.9673,3,0.4296,0.7551,False
11290,Architecture & Engineering,53-2011.00,24.78,19.45,0.3378,True,0.523,1,0.8572,0.0,True
11291,Office Support,15-1299.01,92.13,21.01,1.0,False,0.5726,3,0.7376,0.4621,True
11292,Office Support,51-4071.00,67.13,11.46,0.6163,True,0.2429,5,0.6378,0.0,True
11293,Office Support,53-6051.00,75.05,9.1,0.7787,True,0.7688,4,0.508,0.5518,False
11294,Sales,41-4012.00,11.36,20.43,0.2317,False,0.1911,2,0.7799,0.9677,False
11295,Management,11-3051.01,0.0,36.94,0.0487,True,0.8883,3,0.8311,0.6316,False
11296,Office Support,51-4199.00,82.86,33.8,0.7549,True,0.4985,2,0.7592,1.0,True
11297,Technology/Computer,51-9161.00,14.07,51.13,0.0,True,0.2955,1,0.752,0.7962,False
11298,Management,27-1011.00,0.0,15.64,0.0481,False,0.0,1,0.6173,0.715,False
11299,Technology/Computer,17-1012.00,8.7,50.03,0.1789,False,0.9755,2,0.9279,0.5888,False
11300,Life/Physical Science,19-1031.00,16.14,47.98,0.0443,False,0.4883,1,1.0,0.0848,False
11301,Food Service,35-2014.00,0.0,12.14,0.0,False,0.8179,3,0.3654,0.4949,False
11302,Arts & Design,27-1021.00,38.43,34.07,0.3136,False,0.3913,1,0.6657,0.4916,False
11303,Office Support,51-4111.00,72.94,23.06,0.5939,True,0.6789,3,0.5267,0.6881,True
11304,Life/Physical Science,15-2099.00,5.82,36.8,0.0223,True,0.6723,1,0.0,0.1158,False
11305,Architecture & Engineering,17-3029.00,3.97,26.57,0.0,True,0.3909,3,0.0743,0.1246,False
11306,Education,25-2031.00,8.26,28.57,0.1997,True,0.0,2,0.8119,0.3295,True
11307,Office Support,49-9064.00,60.26,13.15,0.6856,True,0.0,3,0.8569,0.6923,False
11308,Protective Service,43-5032.00,0.41,22.33,0.0623,False,0.8836,3,0.6235,1.0,False
11309,Technology/Computer,15-1255.00,21.36,51.64,0.2914,True,0.6974,1,0.3449,0.2962,False
11310,Management,11-9171.00,6.67,31.71,0.274,True,0.3045,3,0.9743,0.5771,False
11311,Office Support,33-3031.00,78.59,3.67,0.8538,True,0.2774,2,1.0,0.5877,True
11312,Office Support,13-1074.00,60.94,18.24,0.5374,True,0.0,3,0.7156,0.1814,True
11313,Production,47-5012.00,10.58,25.14,0.0842,False,0.7962,2,0.826,0.7889,False
11314,Technology/Computer,13-1141.00,38.44,44.09,0.464,True,0.8592,2,0.5727,0.8571,False
11315,Education,25-1054.00,0.74,28.8,0.05,False,0.7654,1,0.9586,0.918,False
11316,Architecture & Engineering,17-3022.00,24.44,30.4,0.291,False,0.1973,5,0.5787,0.7471,False
11317,Office Support,55-3013.00,71.51,17.83,0.5849,True,0.719,2,0.7733,1.0,False
11318,Office Support,45-4011.00,80.74,25.5,0.7203,True,0.5944,2,0.5516,0.8504,True
11319,Technology/Computer,37-1011.00,42.12,41.91,0.3826,True,0.5524,5,0.7693,0.0366,True
11320,Office Support,27-1026.00,73.58,18.79,0.8799,True,0.4942,2,0.6005,0.1029,True
11321,Healthcare Practitioners,31-9094.00,1.98,30.94,0.0,False,0.7113,2,0.6159,0.7715,False
11322,Production,51-8011.00,26.47,14.85,0.3232,False,0.4617,3,0.617,0.0225,True
11323,Management,11-9051.00,24.47,20.84,0.2321,False,0.4561,3,0.7239,0.2398,False
11324,Office Support,29-1229.03,100.0,21.97,1.0,True,0.2954,3,1.0,0.5664,True
11325,Architecture & Engineering,17-2161.00,20.41,42.62,0.3192,True,0.3197,2,0.9444,0.2359,False
11326,Production,51-6062.00,22.57,10.52,0.0,False,0.6052,2,0.5185,0.6304,False
11327,Management,11-3013.00,17.61,25.39,0.2074,True,0.3632,5,0.8962,0.8363,False
