emp_id,sector,soc_code,job_title,job_category,experience_level,years_of_experience,education_required,city,country,is_remote_eligible,remote_type,is_remote_friendly,company_size,annual_salary_usd,salary_min_usd,salary_max_usd,salary_tier,ai_salary_premium_pct,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,required_skills_count,is_llm_role,demand_score,demand_growth_yoy_pct,hiring_urgency,job_openings,projected_openings_2030,benefits_score_10,posting_year,posting_month,is_senior,gender_diversity_pct,ai_impact_level,theoretical_exposure_pct,augmentation_potential_pct,realized_coverage_idx,task_codifiability_score,skill_transferability_score,org_ai_maturity_stage,education_mismatch_idx,resilience_score,job_zone,median_salary_onet,chance_of_automation_onet,bls_employment_baseline,working_age_pop_baseline,claude_ai_adoption_index,api_adoption_index,task_thinking_fraction,task_validation_fraction,task_learning_fraction,task_directive_fraction,task_iteration_fraction,task_feedback_loop_fraction,job_forecast_onet,is_bright_outlook_onet,is_green_onet,state_gdp_baseline,country_gdp_baseline,overall_risk_category,displacement_occurred
10824,Office Support,53-6031.00,Automotive and Watercraft Service Attendants,AI Engineering,Lead (10+ yrs),9,Bootcamp/Self-taught,Amsterdam,Netherlands,1,Remote,1,Big Tech (FAANG+),274000,219200,328800,Senior ($200-300k),7.9,0,1,0,0,1,3,0,91,36.8,High,9,7953,6.4,2025,10,0,39.25,Critical,85.29,22.61,0.4474,0.9274,0.4872,2,0.2122,8.15,2,24200,83,1911743,1292899,39.1,73.8,0.4002,0.1762,0.1039,0.2089,0.0672,0.0435,18000,0,0,4.78268E+11,1.54273E+13,High Risk,1
10825,Office Support,55-3011.00,Air Crew Members,AI Engineering,Lead (10+ yrs),8,Master's,Tokyo,Japan,1,Remote,1,Mid-size (501-5000),271000,216800,325200,Senior ($200-300k),17.6,0,1,1,1,1,6,1,95,39,High,4,1151,9.5,2025,1,0,35.55,Critical,85.09,18.25,0.4737,0.8972,0.2462,3,0.0958,9.56,3,60000,0.8509,1057609,47991600,63.99,55.91,0.094,0.2428,0.0974,0.2261,0.1875,0.1523,Average,0,0,4.97444E+11,2.06858E+13,High Risk,1
10826,Architecture & Engineering,17-2199.10,Wind Energy Engineers,Data Engineering,Entry (0-2 yrs),5,Bootcamp/Self-taught,Paris,France,0,On-site,0,Enterprise (5000+),130000,104000,156000,Mid ($100-150k),10.5,0,1,1,0,0,3,1,88,22.9,High,8,9421,8.5,2026,1,0,42.02,Low,4.6,78.6,0.0412,0,0.5445,1,0.5844,5.63,4,96980,-1,659971,36940809,54.27,78.04,0.3929,0.1691,0.0883,0.1743,0.0803,0.0951,11700,0,1,3.05868E+11,2.18828E+13,Low Risk,0
10827,Management,11-3061.00,Purchasing Managers,Data Science,Lead (10+ yrs),10,Bachelor's,Beijing,China,1,Remote,1,Big Tech (FAANG+),157000,125600,188400,Upper-Mid ($150-200k),8.9,1,1,1,0,0,5,1,90,26.5,High,8,8209,8.6,2026,1,0,41.46,Medium,46.42,54.65,0.2749,0.5822,0.6747,2,0.3028,6.19,4,118940,3,641680,16202790,53.13,49.92,0.2854,0.0457,0.1436,0.1828,0.2793,0.0632,6400,0,0,3.54145E+11,4.07234E+12,Medium Risk,0
10828,Architecture & Engineering,17-3026.00,Industrial Engineering Technologists and Technicians,Product,Entry (0-2 yrs),4,PhD,Tokyo,Japan,1,Remote,1,Startup (1-50),140000,112000,168000,Mid ($100-150k),9,1,1,0,1,1,6,1,85,14,Low,3,2543,7.2,2025,10,0,54.29,Low,5.83,77.81,0.0481,0,0.9036,1,0.2571,3.7,3,55460,3,1185709,32013879,59.79,33.38,0.1689,0.224,0.1834,0.1326,0.1521,0.139,6600,0,1,26146665378,1.62132E+13,Low Risk,0
10829,Office Support,53-6021.00,Parking Attendants,Infrastructure,Senior (6-9 yrs),6,Bootcamp/Self-taught,Bangalore,India,1,Remote,1,Enterprise (5000+),140000,112000,168000,Mid ($100-150k),11.6,0,1,1,0,1,5,1,85,15.4,High,8,7629,7.1,2026,1,1,24.12,High,78.58,28.67,0.4578,0.8329,0.5931,1,0.3341,4.24,2,23870,87,1412872,49479025,57.78,78.49,0.4215,0.0862,0.0917,0.2037,0.1243,0.0726,23000,0,0,3.34846E+11,1.94166E+13,High Risk,1
10830,Office Support,17-3029.01,Non-Destructive Testing Specialists,Security,Entry (0-2 yrs),4,Master's,Amsterdam,Netherlands,1,Remote,1,Enterprise (5000+),146000,116800,175200,Mid ($100-150k),8.6,0,0,0,0,1,3,0,80,8.1,High,8,339,6.6,2025,6,0,21.16,Medium,56.42,16.29,0.3913,0.505,0.3954,2,0.1061,2.48,2,63200,-1,792522,44869495,61.77,25.72,0.3546,0.1888,0.0566,0.226,0.0937,0.0803,8800,0,0,2.67244E+11,2.3705E+13,Medium Risk,1
10831,Office Support,17-3019.00,"Drafters, All Other",AI Engineering,Lead (10+ yrs),8,Master's,Remote,Global,1,Remote,1,Enterprise (5000+),336000,268800,403200,Elite (>$300k),7.7,0,1,0,1,0,4,1,87,24.1,Low,5,9608,7.6,2026,1,0,66.92,High,73.48,2.12,0.4952,0.726,0.6503,1,0,5.59,3,51850,-1,1525556,1540752,41.92,33.88,0.4153,0.1848,0.1405,0.0447,0.1174,0.0973,1700,0,0,4.03955E+11,2.03279E+13,High Risk,1
10832,Office Support,33-1011.00,First-Line Supervisors of Correctional Officers,AI Engineering,Lead (10+ yrs),7,Bachelor's,Chicago,USA,1,Remote,1,Enterprise (5000+),279000,223200,334800,Senior ($200-300k),8,1,1,0,0,1,5,0,97,26.5,Medium,5,8115,9.8,2026,2,0,73.3,High,77.59,13.47,0.6626,0.6548,0.7066,4,0.0718,6.1,3,63340,3,1951169,26813222,41.22,64.96,0.4389,0.0577,0.0846,0.1666,0.1761,0.0762,2800,0,0,65864048284,1.60272E+13,High Risk,1
10833,Sales,41-3011.00,Advertising Sales Agents,Governance,Senior (6-9 yrs),10,Bootcamp/Self-taught,San Francisco,USA,0,On-site,0,Big Tech (FAANG+),240000,192000,288000,Senior ($200-300k),16.4,0,0,1,0,1,5,1,68,18.1,High,8,2453,6.6,2025,2,1,67.45,Low,3.19,30.27,0.0233,0.1135,0.5481,2,0.0555,5.26,4,51740,54,189665,1476850,57.05,34.43,0.3626,0.0625,0.0986,0.1228,0.2362,0.1173,19500,0,0,1.67146E+11,4.79231E+12,Low Risk,0
10834,Architecture & Engineering,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",AI Engineering,Entry (0-2 yrs),3,Associate's,Austin,USA,1,Remote,1,Big Tech (FAANG+),154000,123200,184800,Upper-Mid ($150-200k),8.9,1,1,1,1,1,6,1,89,22.6,High,2,6699,7.2,2026,1,0,55.55,Low,16.79,75.71,0.1382,0.1421,0.0991,3,0.4916,5.41,2,52630,91,483918,33155417,33.07,79.29,0.4854,0.1356,0.0809,0.1247,0.0455,0.1279,500,0,0,1.94652E+11,8.41067E+12,Low Risk,0
10835,Education,25-1054.00,"Physics Teachers, Postsecondary",AI Engineering,Lead (10+ yrs),4,Bachelor's,San Francisco,USA,1,Remote,1,Mid-size (501-5000),348000,278400,417600,Elite (>$300k),10,0,1,1,0,1,7,1,96,34.2,Low,4,8676,8,2025,12,0,35.87,Low,13.63,62.86,0.1135,0.2109,0.6975,1,0.2451,7.84,5,90800,-1,1693511,41446897,25.17,58.33,0.4241,0.1815,0.0614,0.1503,0.1464,0.0362,1600,1,0,4.1806E+11,1.53399E+13,Low Risk,0
10836,Office Support,39-3011.00,Gambling Dealers,Product,Entry (0-2 yrs),10,Bachelor's,Paris,France,1,Remote,1,Enterprise (5000+),140000,112000,168000,Mid ($100-150k),14.6,1,0,0,0,0,3,0,85,12.5,Medium,3,917,7.5,2025,12,0,39.75,High,77.38,14.4,0.4041,0.7979,0.5869,2,0.4141,3.96,2,20120,96,761020,37301943,70.85,21.79,0.1406,0.2996,0.0903,0.1166,0.2272,0.1256,15500,0,0,4.51012E+11,1.04555E+13,High Risk,1
10837,Life/Physical Science,19-2012.00,Physicists,Product,Lead (10+ yrs),7,Associate's,Singapore,Singapore,1,Remote,1,Big Tech (FAANG+),303000,242400,363600,Elite (>$300k),9.6,0,0,0,0,1,4,0,85,22.3,High,7,6071,8.9,2026,3,0,67.52,Low,7.54,68.19,0.046,0.1247,0.5752,3,0.0434,5.42,5,120950,10,1650378,21119654,67.39,38.55,0.3764,0.0732,0.1041,0.1477,0.2172,0.0814,1800,1,0,4.51175E+11,8.86265E+12,Low Risk,0
10838,Office Support,47-2051.00,Cement Masons and Concrete Finishers,Data Science,Senior (6-9 yrs),12,Bachelor's,Austin,USA,1,Remote,1,Startup (1-50),177000,141600,212400,Upper-Mid ($150-200k),8,1,1,1,0,1,7,1,90,22.5,High,8,5292,8.6,2026,3,1,56.24,High,78.64,30.52,0.5525,0.8008,0.3434,2,0.2433,5.3,1,43000,94,1849564,39986067,42.2,32.41,0.1461,0.155,0.2043,0.1219,0.2714,0.1013,23300,1,1,3.81155E+11,1.24256E+13,High Risk,0
10839,Management,11-9121.00,Natural Sciences Managers,AI Engineering,Lead (10+ yrs),5,PhD,Seattle,USA,1,Remote,1,Mid-size (501-5000),240000,192000,288000,Senior ($200-300k),5.2,1,0,1,1,1,8,1,82,20.9,High,8,9715,7.1,2025,2,0,57.15,Low,9.04,69.41,0.0507,0.1527,0.9656,2,0.2857,4.7,5,123860,1.8,897571,12077558,61.88,39.16,0.3748,0.1491,0.0715,0.1363,0.1298,0.1384,6100,0,1,4.61654E+11,4.64834E+12,Low Risk,0
10840,Office Support,49-9092.00,Commercial Divers,AI Engineering,Mid (3-5 yrs),5,Bootcamp/Self-taught,Seattle,USA,0,On-site,0,Enterprise (5000+),204000,163200,244800,Senior ($200-300k),8.7,0,0,0,0,0,2,0,89,22.2,High,8,9948,8.8,2026,1,0,41.9,High,79.49,14.56,0.5348,0.6785,0.7786,1,0.4066,5.31,3,49140,18,787295,19461870,27.28,39.75,0.3138,0.2092,0.1203,0.0737,0.0988,0.1843,500,1,0,3.84197E+11,1.59212E+13,High Risk,1
10841,Office Support,53-1042.01,Recycling Coordinators,Architecture,Entry (0-2 yrs),15,Master's,Dubai,UAE,1,Remote,1,Startup (1-50),180000,144000,216000,Upper-Mid ($150-200k),17.9,0,1,1,0,1,5,1,84,8.1,High,8,3073,9.2,2026,2,0,75.21,High,65.81,22.4,0.433,0.6412,0.5067,1,0.1029,3.41,1,60000,0.6581,1783182,34754247,34.73,57.5,0.2787,0.1903,0.1281,0.138,0.1578,0.1071,Average,0,0,2.70775E+11,1.81308E+13,High Risk,1
10842,Food Service,35-3023.00,Fast Food and Counter Workers,AI Engineering,Entry (0-2 yrs),2,Bachelor's,Tokyo,Japan,0,On-site,0,Big Tech (FAANG+),120000,96000,144000,Mid ($100-150k),7.2,0,1,1,1,1,6,1,82,28.1,High,6,9778,6.9,2025,8,0,43.26,Low,0,0,0,0.0049,0.6583,2,0,6.34,2,60000,0,1658929,6886392,51.44,56.69,0.4619,0.1706,0.0592,0.0914,0.1627,0.0541,Average,0,0,3.04353E+11,1.9578E+13,Low Risk,0
10843,Food Service,51-3093.00,Food Cooking Machine Operators and Tenders,AI Engineering,Lead (10+ yrs),10,Master's,Remote,Global,0,On-site,0,Mid-size (501-5000),336000,268800,403200,Elite (>$300k),8.9,1,1,0,0,1,4,0,87,28.8,High,8,624,7.4,2026,3,0,30.25,Low,0,15.97,0,0,0.5722,2,0.0933,6.65,2,30120,61,1431011,11389035,51.35,31.23,0.2339,0.162,0.1437,0.2022,0.1805,0.0777,5700,0,0,73849290353,2.00759E+13,Low Risk,0
10844,Office Support,13-1199.06,Online Merchants,Research,Senior (6-9 yrs),4,Master's,Paris,France,1,Remote,1,Big Tech (FAANG+),258000,206400,309600,Senior ($200-300k),11.5,1,0,1,0,0,4,1,88,27.4,Low,1,3525,6.3,2026,3,1,31.78,High,71.18,14.36,0.38,0.8878,0.4391,5,0,6.63,4,70530,-1,440892,41472456,41.33,25.92,0.472,0.0581,0.0698,0.2206,0.0611,0.1183,119600,1,0,4.47405E+11,1.13263E+13,High Risk,1
10845,Office Support,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Data Engineering,Mid (3-5 yrs),6,Bootcamp/Self-taught,Singapore,Singapore,1,Remote,1,Enterprise (5000+),130000,104000,156000,Mid ($100-150k),11.9,1,1,0,0,0,6,0,88,14.5,Medium,2,7429,7.9,2025,4,0,75.19,High,76.73,17.55,0.4733,0.822,0.9739,2,0.2263,4.09,3,80200,-1,1005160,10497503,72.53,21.42,0.1907,0.1047,0.0934,0.2127,0.2538,0.1447,2100,0,0,2.97497E+11,1.95513E+13,High Risk,1
10846,Production,51-8091.00,Chemical Plant and System Operators,ML Operations,Senior (6-9 yrs),8,Bootcamp/Self-taught,Beijing,China,0,On-site,0,Big Tech (FAANG+),130000,104000,156000,Mid ($100-150k),15.3,0,1,0,0,1,4,0,93,59.1,High,7,8887,6.1,2025,11,1,28.57,Low,0,35.08,0,0.0028,0.5407,2,0,13.35,2,62060,85,739851,20719452,39.34,34.36,0.4019,0.2195,0.0756,0.0921,0.161,0.05,2800,0,1,4.85598E+11,1.02051E+13,Low Risk,0
10847,Food Service,51-3093.00,Food Cooking Machine Operators and Tenders,Infrastructure,Lead (10+ yrs),9,Bachelor's,Toronto,Canada,0,On-site,0,Startup (1-50),210000,168000,252000,Senior ($200-300k),17.4,0,1,0,1,0,5,1,85,21.8,High,7,1385,7,2025,3,0,64.84,Low,3.19,9.27,0.0256,0,0.475,2,0.3123,6.1,2,30120,61,1278455,18669870,15.55,24.1,0.4177,0.1537,0.0821,0.1068,0.1571,0.0826,5700,0,0,2.38022E+11,1.12827E+13,Low Risk,0
10848,Office Support,39-5093.00,Shampooers,Robotics,Entry (0-2 yrs),5,PhD,San Francisco,USA,0,On-site,0,Big Tech (FAANG+),260000,208000,312000,Senior ($200-300k),12.1,1,1,1,0,1,7,1,76,7.5,Medium,6,8016,6.2,2026,2,0,62.32,High,82.25,9.18,0.4405,0.869,0.602,1,0.0323,2.71,2,21640,79,1709308,41040270,58.83,55.37,0.4243,0.1872,0.0735,0.0586,0.215,0.0414,2500,1,0,1.66576E+11,7.28636E+12,High Risk,1
10849,Life/Physical Science,19-4092.00,Forensic Science Technicians,AI Engineering,Mid (3-5 yrs),6,Associate's,Seattle,USA,0,On-site,0,Startup (1-50),174000,139200,208800,Upper-Mid ($150-200k),4.7,0,0,1,0,0,2,1,98,32.7,Low,1,625,8.9,2025,8,0,26.23,Medium,36.75,50.13,0.241,0.4096,0.2878,2,0.1386,7.01,4,58230,1,912004,15977535,74.62,0,0.4104,0.1809,0.0713,0.1268,0.1106,0.0999,2400,1,0,2.36833E+11,1.70376E+12,Medium Risk,0
10850,Office Support,43-4199.00,"Information and Record Clerks, All Other",AI Engineering,Senior (6-9 yrs),5,Associate's,San Francisco,USA,1,Remote,1,Startup (1-50),255000,204000,306000,Senior ($200-300k),6.2,1,1,1,1,1,6,1,91,85.2,High,6,5958,9.3,2026,3,1,79.42,High,67.16,18.53,0.5134,0.808,0.668,2,0.0217,17.66,3,40950,-1,1602647,16630617,51.22,76.78,0.422,0.0725,0.0428,0.1375,0.2774,0.0477,20500,0,0,2.76303E+11,1.44548E+13,High Risk,1
10851,Architecture & Engineering,17-2081.00,Environmental Engineers,AI Engineering,Senior (6-9 yrs),6,Bootcamp/Self-taught,Los Angeles,USA,1,Remote,1,Big Tech (FAANG+),348000,278400,417600,Elite (>$300k),8.7,1,1,0,1,0,7,1,96,34.2,High,7,1287,7,2025,11,1,63.62,Low,14.25,72.37,0.1085,0.1881,0.4525,1,0,7.71,5,87620,1.8,410032,11523914,28.39,55.47,0.1923,0.1229,0.1379,0.0858,0.2624,0.1987,4600,0,1,2.84219E+11,2.32193E+13,Low Risk,1
10852,Office Support,53-2012.00,Commercial Pilots,Governance,Senior (6-9 yrs),6,Bachelor's,Amsterdam,Netherlands,1,Remote,1,Enterprise (5000+),139000,111200,166800,Mid ($100-150k),16.7,1,1,0,1,0,4,1,68,13.9,Low,1,7250,9.6,2025,12,1,79.28,High,61.57,20.44,0.4704,0.5527,0.5724,1,0.1771,4.45,3,82240,55,318143,31892247,53.48,39.29,0.3235,0.1128,0.1668,0.1552,0.0961,0.1457,4600,1,0,1.33588E+11,1.8008E+13,High Risk,1
10853,Production,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",AI Engineering,Lead (10+ yrs),6,Bachelor's,Remote,Global,0,On-site,0,Mid-size (501-5000),295000,236000,354000,Senior ($200-300k),15.8,0,0,1,1,0,3,1,95,83.9,High,5,2920,9.4,2025,1,0,68.56,Low,13.19,30.01,0.0841,0.2757,0.7444,1,0.3675,18.36,2,30790,-1,1143107,20124308,60.69,73.81,0.4043,0.1674,0.0758,0.1198,0.1843,0.0485,2800,0,0,2.63252E+11,1.25325E+13,Low Risk,0
10854,Production,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",ML Operations,Lead (10+ yrs),4,Master's,Tokyo,Japan,0,On-site,0,Startup (1-50),183000,146400,219600,Upper-Mid ($150-200k),15.2,0,0,0,0,1,2,0,93,18.9,Low,4,4166,8.5,2026,3,0,71.96,Low,10.29,13.97,0.0918,0.0723,0.3993,3,0,5.3,2,37670,-1,402681,36630256,37.65,36.64,0.387,0.0728,0.0795,0.072,0.2823,0.1063,3700,0,0,1.89621E+11,1.68129E+13,Low Risk,0
10855,Office Support,17-3031.00,Surveying and Mapping Technicians,AI Engineering,Senior (6-9 yrs),4,PhD,Paris,France,1,Remote,1,SME (51-500),155000,124000,186000,Upper-Mid ($150-200k),3.9,0,0,1,1,1,7,1,82,8.1,High,6,2069,9.4,2026,1,1,22.41,High,78.49,27.48,0.6398,0.8571,0.5562,3,0.3753,2.01,3,44380,96,503750,9751959,54.53,47.81,0.2001,0.1997,0.1443,0.1564,0.1675,0.132,7200,0,0,16014656517,1.09592E+13,High Risk,1
10856,Office Support,19-2043.00,Hydrologists,AI Engineering,Entry (0-2 yrs),2,Bachelor's,Tokyo,Japan,1,Remote,1,Big Tech (FAANG+),120000,96000,144000,Mid ($100-150k),7.2,1,1,0,1,0,5,1,82,28.1,Low,3,4901,6.9,2025,8,0,47.43,Critical,86.38,21.36,0.6501,0.9145,0.2309,1,0.2187,6.34,5,79370,1.4,1240469,29496712,60.26,53.73,0.2176,0.2223,0.0542,0.2533,0.1328,0.1197,800,1,1,1.74172E+11,1.92242E+13,High Risk,1
10857,Office Support,13-1041.07,Regulatory Affairs Specialists,Infrastructure,Lead (10+ yrs),8,PhD,Seattle,USA,1,Remote,1,Mid-size (501-5000),324000,259200,388800,Elite (>$300k),10.1,0,1,1,0,0,5,1,85,28.7,Low,6,5738,7.8,2025,3,0,48.34,High,65.8,0,0.5069,0.6476,0.386,2,0.3291,6.75,4,68860,-1,1816419,6007546,42.7,6.17,0.4083,0.1105,0.0873,0.1384,0.2134,0.0421,30700,0,1,2.63009E+11,1.23745E+13,High Risk,0
10858,Office Support,47-2051.00,Cement Masons and Concrete Finishers,AI Engineering,Entry (0-2 yrs),6,Bootcamp/Self-taught,Austin,USA,1,Remote,1,Mid-size (501-5000),155000,124000,186000,Upper-Mid ($150-200k),9.8,1,1,1,1,1,7,1,96,84,High,4,4763,8.8,2026,3,0,46.06,High,66.04,22.68,0.4283,0.5657,0.3455,2,0.5844,17.78,1,43000,94,1958432,44116795,60.35,50.5,0.1051,0.2453,0.1401,0.1256,0.2981,0.0858,23300,1,1,61025478559,2.43324E+13,High Risk,1
10859,Education,25-3021.00,Self-Enrichment Teachers,Research,Mid (3-5 yrs),8,PhD,Berlin,Germany,1,Remote,1,Big Tech (FAANG+),224000,179200,268800,Senior ($200-300k),14.1,0,0,0,0,1,2,0,88,9.6,Medium,3,4420,6.9,2026,3,0,72.23,Low,13.96,52.69,0.1107,0.084,0.6239,2,0.4556,3.33,3,38720,13,604801,31383364,29.58,29.66,0.2071,0.1696,0.1176,0.1989,0.2291,0.0776,49000,1,0,1.71098E+11,9.40732E+12,Low Risk,0
10860,Management,11-9179.02,Spa Managers,AI Engineering,Entry (0-2 yrs),8,Bootcamp/Self-taught,San Francisco,USA,1,Remote,1,Mid-size (501-5000),184000,147200,220800,Upper-Mid ($150-200k),3.8,1,1,1,1,1,7,1,98,55.7,High,4,8135,8.9,2026,2,0,73.55,Low,15.17,59.86,0.0985,0.1243,0.5797,1,0.2203,11.52,1,60000,0.1517,424725,12301168,56.61,16.91,0.408,0.0781,0.0704,0.2489,0.095,0.0996,Average,0,0,3.92326E+11,1.74184E+13,Low Risk,1
10861,Food Service,51-3092.00,Food Batchmakers,AI Engineering,Lead (10+ yrs),6,PhD,Toronto,Canada,0,On-site,0,Startup (1-50),172000,137600,206400,Upper-Mid ($150-200k),10.3,1,0,1,0,1,6,1,95,76.7,Medium,2,5692,7.6,2026,2,0,39.93,Low,0,24.94,0,0.1124,0.3091,1,0.0028,16.37,2,29720,70,227611,37644201,15.38,41.2,0.3334,0.0835,0.1978,0.0746,0.1597,0.151,24800,0,0,3.64594E+11,2.02566E+13,Low Risk,0
10862,Healthcare Practitioners,19-5011.00,Occupational Health and Safety Specialists,Business,Senior (6-9 yrs),8,Associate's,Bangalore,India,0,On-site,0,Startup (1-50),95000,76000,114000,Entry (<$100k),12.9,1,1,0,1,0,6,1,78,7.3,High,8,6166,7.3,2025,11,1,57.14,Medium,25.23,27.42,0.1579,0.198,0.7233,1,0.1158,2.75,2,60000,0.2523,728124,16798812,74.21,44.97,0.3586,0.1655,0.0459,0.1321,0.2161,0.0818,Average,0,0,2.49004E+11,1.06772E+13,Low Risk,0
10863,Technology/Computer,15-1221.00,Computer and Information Research Scientists,AI Engineering,Mid (3-5 yrs),8,Associate's,Paris,France,1,Remote,1,Big Tech (FAANG+),174000,139200,208800,Upper-Mid ($150-200k),3.8,1,0,1,0,0,3,1,89,8.6,Medium,3,3924,8.6,2026,2,0,73.32,Low,24.3,73.29,0.1305,0.1561,0.6015,1,0.0174,2.1,4,60000,0.243,1283942,33595511,36.58,69.09,0.3343,0.1216,0.0891,0.0681,0.296,0.0909,Average,0,0,4.64069E+11,1.2492E+13,Low Risk,0
10864,Office Support,43-5031.00,Public Safety Telecommunicators,Architecture,Mid (3-5 yrs),6,PhD,Amsterdam,Netherlands,0,On-site,0,Big Tech (FAANG+),269000,215200,322800,Senior ($200-300k),12.8,1,1,1,1,1,7,1,84,18.4,High,2,4622,9,2026,2,0,25.35,High,76.68,16.16,0.3928,0.7203,0.6295,1,0.2914,4.96,2,40660,49,140186,10598877,57.21,31.55,0.4828,0.1253,0.0809,0.1427,0.053,0.1152,10100,0,0,4.3379E+11,5.51892E+12,High Risk,0
10865,Management,11-3013.00,Facilities Managers,Data Science,Entry (0-2 yrs),3,PhD,Tokyo,Japan,1,Remote,1,SME (51-500),138000,110400,165600,Mid ($100-150k),3.2,1,0,1,1,0,4,1,92,53.5,High,1,9410,7.5,2025,2,0,60.64,Low,11.21,49.14,0.08,0.1645,0.336,4,0.2883,11.02,1,60000,0.1121,1127808,4239464,48.55,59.13,0.2589,0.159,0.0722,0.3028,0.1547,0.0524,Average,0,0,1.52136E+11,1.40414E+13,Low Risk,0
10866,Office Support,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",AI Engineering,Senior (6-9 yrs),4,Bachelor's,Remote,Global,0,On-site,0,Mid-size (501-5000),234000,187200,280800,Senior ($200-300k),5.6,1,0,1,1,1,7,1,87,23.7,High,8,9755,7,2025,11,1,36.43,Critical,86.89,2.44,0.5922,0.9478,0.4086,2,0,5.3,3,42840,76,1238085,26738698,45.43,59.73,0.1295,0.2302,0.1522,0.2622,0.072,0.154,1900,0,0,4.53886E+11,3.74532E+12,High Risk,0
10867,Office Support,19-1032.00,Foresters,AI Engineering,Entry (0-2 yrs),5,Associate's,Berlin,Germany,0,On-site,0,Big Tech (FAANG+),145000,116000,174000,Mid ($100-150k),4.1,0,0,1,1,0,5,1,87,14.4,High,3,1138,8.5,2025,1,0,71.61,High,69.61,13.38,0.3684,0.4407,0.5006,2,0.2285,3.29,4,61410,0.8,1431691,24619750,36.42,48.55,0.3096,0.0427,0.1394,0.1842,0.2404,0.0837,1000,0,0,2.78198E+11,5.36223E+12,High Risk,1
10868,Architecture & Engineering,17-2112.01,Human Factors Engineers and Ergonomists,ML Operations,Mid (3-5 yrs),4,Bachelor's,Paris,France,1,Remote,1,Mid-size (501-5000),135000,108000,162000,Mid ($100-150k),15.9,0,1,0,0,1,6,0,93,37.9,Medium,2,463,7.8,2026,2,0,50.06,Low,17.84,69.51,0.1283,0.2271,0.6249,1,0.2255,9.17,5,87040,-1,1601870,46359207,6.4,40.47,0.1305,0.0839,0.221,0.1279,0.3652,0.0714,22600,1,0,4.20467E+11,2.23184E+13,Low Risk,0
10869,Protective Service,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,AI Engineering,Entry (0-2 yrs),8,Bachelor's,Paris,France,0,On-site,0,SME (51-500),145000,116000,174000,Mid ($100-150k),9.4,0,1,1,0,0,3,1,87,14,High,9,7608,8.6,2026,1,0,34.69,Low,0.93,1.7,0.0063,0.181,0.8702,5,0.1408,3.74,3,76330,0.4,1885145,17845460,48.14,38.73,0.1874,0.1368,0.1206,0.0725,0.3158,0.1669,4800,0,0,3.90906E+11,1.2483E+12,Low Risk,0
10870,Office Support,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",Governance,Entry (0-2 yrs),10,Bachelor's,San Francisco,USA,1,Remote,1,Big Tech (FAANG+),177000,141600,212400,Upper-Mid ($150-200k),9.4,0,1,1,1,1,8,1,72,26.2,High,3,130,7.8,2025,3,0,65.52,High,61.26,25.17,0.3692,0.6323,0.3864,1,0.2836,6.18,5,60000,0.6126,1860956,33104375,58.67,60.02,0.378,0.218,0.053,0.1678,0.0649,0.1184,Average,0,0,1.99923E+11,1.29078E+13,High Risk,0
10871,Production,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",AI Engineering,Entry (0-2 yrs),5,Associate's,New York,USA,0,On-site,0,Mid-size (501-5000),161000,128800,193200,Upper-Mid ($150-200k),12.9,0,1,0,0,1,4,1,95,15.4,High,7,2488,8.9,2026,1,0,38.81,Low,17.53,16.32,0.1339,0.2525,0.2736,3,0,4.37,2,36400,-1,345744,4722630,55.45,34.03,0.2613,0.0846,0.1371,0.1654,0.2722,0.0793,3500,0,0,24408052582,1.36216E+13,Low Risk,1
10872,Management,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",AI Engineering,Senior (6-9 yrs),7,Bootcamp/Self-taught,London,UK,1,Remote,1,Enterprise (5000+),226000,180800,271200,Senior ($200-300k),4,0,0,1,1,1,4,1,98,60,High,5,2665,7.8,2026,3,1,36.88,Low,17.3,47.48,0.0955,0.1519,0.3128,3,0.2329,12.4,2,36630,96,1692196,26854774,55.94,53.52,0.2451,0.0835,0.0933,0.2337,0.2789,0.0655,233500,1,0,2.8805E+11,3.84324E+12,Low Risk,0
10873,Office Support,51-3023.00,Slaughterers and Meat Packers,AI Engineering,Lead (10+ yrs),2,Bachelor's,Beijing,China,1,Remote,1,Big Tech (FAANG+),101000,80800,121200,Mid ($100-150k),7.6,0,1,0,0,1,5,1,82,29.5,Medium,3,7673,9.6,2025,9,0,25.69,Critical,95.93,25.51,0.8613,0.9709,0.4093,4,0.3661,6.66,2,28260,60,1800268,4641443,58.04,23.94,0.1906,0.2115,0.1525,0.1384,0.2021,0.105,9900,0,0,4.24503E+11,1.7932E+13,High Risk,1
